years,singers,songs,lyrics
2018,아이유,삐삐,Hi there인사해 호들갑 없이시작해요 서론 없이스킨십은 사양할게요back off back off이대로 좋아요balance balanceIt's me 나예요 다를 거 없이요즘엔 뭔가요 내 가십탐색하는 불빛scanner scanner오늘은 몇 점인가요jealous jealous쟤는 대체 왜 저런 옷을 좋아한담기분을 알 수 없는 저 표정은 뭐람태가 달라진 건아마 스트레스 때문인가걱정이야 쟤도 참Yellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanythingI don't care당신의 비밀이 뭔지저마다의 사정 역시정중히 사양할게요not my business이대로 좋아요talk talklessStill me 또예요놀랄 거 없이I'm sure you're gonna saymy gosh바빠지는 눈빛checki cheking매일 틀린 그림 찾기hash tagging꼿꼿하게 걷다가 삐끗 넘어질라다들 수군대는 걸 자긴 아나 몰라요새 말이 많은 걔랑 어울린다나문제야 쟤도 참Yellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanything편하게 하지 뭐어 거기 너 내 말 알아 들어 어I don't believe it에이 아직 모를 걸내 말 틀려 또 나만 나뻐 어I don't believe it깜빡이 켜 교양이 없어 너knock knock knockEnough 더 상대 안 해block block block block block잘 모르겠으면이젠 좀 외워 babeRepeat repeat참 쉽지 rightYellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanything
2018,박원,all of my life,너무 힘들어 삶에 치이고 되는 것도 없고 가족도 안 보이고 언제부턴가 나도 중요하지 않고없진 않지만 더 많이 가져야사랑도 이어갈 수 있는 이 세상에서all of my lifeyou are all of my life그러고 보면 나 너를 만나 참 많이 변했어 꿈이 생기고 네가 가진 꿈도 이뤄주고 싶었어 나 그러려면더 높은 곳에 올라가야만 했어더 많은 것들을 가져야 가능했어다 가질 때쯤사랑보다 꿈이 더 커졌어all of my life 내가 힘이 들 때you are all of my life 네가 날 채웠는데 다른 어떤 걸로 나를 채워봐도 all of my life you are all of my life 채워지지가 않아 그렇게 우리 바라왔고 간절했던 거잖아이젠 내방에 가득한데 나도 아무것도 없는 방 안에서 넌 혼자이렇게 주저앉아 울고 있었니all of my life 넌 내 전부인데 이 모든 게 다 무슨 소용 있는데 어디선가 이 노랠 듣게 된다면 all of my life all of my life 네 이야기가 맞아
2018,닐로(Nilo),넋두리,잘 지내니 잘 사는 것 같아친구들에게서 네 소식을 들어많은 날이 지나버렸지만마주했던 시간은 마치 어제 같아거니는 거리마다자꾸 네가 생각나언제쯤이면 이 시간이 무뎌질까이제 와 뭘 어떡해정말 아무것도 할 수 없잖아하나부터 열까지너로 물들어있어모두 다 거짓말 같아믿을 수 없잖아아침 눈을 떴을 때지금 이 모든 게 꿈이었음 좋겠어되돌릴 수 있다면네 손잡고 거닐던나 그때로 단 한번만안 된다는 걸 알아그래서 더 힘들어여전히 오늘도가슴이 답답해서수많은 밤 지샜지만이제 네 소식을 들어도 난 괜찮아너무 힘이 들 때면가끔 너의 이름만 불러 볼게하나부터 열까지너로 물들어있어모두 다 거짓말 같아믿을 수 없잖아아침 눈을 떴을 때지금 이 모든 게 꿈이었음 좋겠어되돌릴 수 있다면네 손잡고 거닐던나 그때로 단 한 번만안 된다는 걸 알아그래서 더 힘들지만단 한 번만이라도널 보고 싶어 스친 우연이라도한번 볼 수만 있다면그럼 덜 힘들까많은 밤을 지새도너의 기억을 다 지우진 못할 거야이런 게 사랑이라면다신 못할 것 같아나 그때로 단 한 번만안 된다는 걸 알아그래서 더 힘들어오늘도
2018,마마무 (Mamamoo),너나 해 (Egotistic),난 너의 위성 네 주윌 맴돌지그렇다고 네가 태양은 아니니너의 멋대로 중심이 돼제멋대로 굴면 안 돼어떻게 한순간의 떨림이소리 없이 너의 두 눈을 가리니너의 뜻대로 흘러가네내게 상처를 주면 안 돼넌 네 생각만 하지 그래뭐 그게 참 당연한 듯이어리석게 너에게만 맞춰 왔던 게날 괴롭히네 마지막까지 외롭게 해할 말이 없어 Go away설명이 더 필요해화를 내도 내 입만 아프다니까넌 멋대로만 해난 언제나 너너너너 해넌 언제나 나나나나 해움띠야이야 띠야이야네 멋대로 중심이 돼넌 너만 생각해그럴 거면 너너너나 해 에이에움띠야이야 띠야이야네 멋대로 굴면 안 돼멋대로만 해 AY밤을 새워 버렸어차갑게 식은 머리도너의 태도가 이해 안 돼이젠 조금씩 지쳐 가네이젠 나도 내 앞길 챙기지너 없다고 무너질 내가 아니니너의 품에서 벗어날래내 멋대로 살아갈래내가 맞춰야 돼 AY매번 That's OK man이런 식으로 매일 반복 돼나의 호의 호의에도너의 권리만 있다면뭔가 잘못된 거지뭘 그렇게 놀래당연한 이야긴데화를 내도 내 입만 아프다니까네 멋대로만 해난 언제나 너너너너 해넌 언제나 나나나나 해움띠야이야 띠야이야네 멋대로 중심이 돼넌 너만 생각해그럴 거면 너너너나 해 에이에움띠야이야 띠야이야네 멋대로 굴면 안 돼멋대로만 해넌 너나 해I'm ready to go on my way할 말이 없어 Go away설명이 더 필요해화를 내도 내 입만 아프다니까나도 멋대로 할래Bicho Malo난 언제나 너너너너 해넌 언제나 나나나나 해움띠야이야 띠야이야네 멋대로 중심이 돼넌 너만 생각해그럴 거면 너너너나 해 에이에움띠야이야 띠야이야네 멋대로 굴면 안 돼재미없어너너너나 해이젠 됐어너너너나 해후회해도너너너나 해네 멋대로 네 멋대로멋대로만 해 너너나 해내 멋대로 할래
2018,선미,주인공,내 몸이 확머리가 휙돌아가 어때지금 기분이우리는 마치자석 같아서로를 안고또 밀쳐내니까너는 날 미치게 하고정신 못 차리게 해그래 알겠지 넌 참날 기가 막히게 해너는 날 춤추게 하고술 없이 취하게 해그래 알겠지 넌 참착한 날 독하게 해우리 둘만의이 영화에진짜 주인공은 너였어 baby그래 넌 오늘도 너답게화려한 주인공처럼그저 하던 대로 해그게 악역이라도나를 슬프게 해도넌 너여야만 해내가 아플지라도슬픈 엔딩이라도the show must go onthe show must go on너는 늘 끝장을 보고모든 걸 덮으려 해왜 날개를 달아주고추락하자 해너는 늘 착하지 라며날 눈물 삼키게 하잖아그래 알겠지 알겠지넌 날 혹하게 해우리 둘만의이 드라마에진짜 주인공은 너였어 baby그래 넌 오늘도 너답게화려한 주인공처럼그저 하던 대로 해그게 악역이라도나를 슬프게 해도넌 너여야만 해내가 아플지라도슬픈 엔딩이라도the show must go onthe show must go on그저 하던 대로 해그게 악역이라도나를 슬프게 해도넌 너여야만 해내가 아플지라도슬픈 엔딩이라도the show must go onthe show must go onyou must go on
2018,바이브,가을 타나 봐,계절은 돌고 돌아 돌아오는데사랑은 돌고 돌아 떠나버리고추억을 돌고 돌아 멈춰 서있는다시 그 계절이 왔나 봐나 가을 타나 봐니가 그리워진 이 밤나 혼자 널 기다리나 봐나 가을 타나 봐니가 불어오는 이 밤나 혼자서 가을 타나 봐Baby I'm lonely lonelylonely lonely추억은 Falling fallingfalling falling아무리 멀리 멀리 떠나 보내도돌아오는 난 가을 타나 봐내 곁을 스쳐가는 많은 사람들뭘 해도 채워지지 않는 시간들아무리 잊어봐도 짙어져 가는외로운 계절이 왔나 봐나 가을 타나 봐니가 그리워진 이 밤나 혼자 널 기다리나 봐나 가을 타나 봐니가 불어오는 이 밤나 혼자서 가을 타나 봐Baby I'm lonely lonelylonely lonely추억은 Falling fallingfalling falling아무리 멀리 멀리 떠나 보내도돌아오는 난 가을 타나 봐You're always breathingin my mind가슴 한구석이 시려와Baby I'm missing you every night니가 그리워나 외로웠나 봐니가 없는 이 거리에나 혼자 널 서성이나 봐참 보고 싶나 봐 너를 보내놓고아직 나 혼자 널 사랑하나 봐아직인가 봐 사랑하나 봐니가 날 떠나가던 시린이 계절이 돌아오면 가을 타나 봐그리운가 봐 가을 타나 봐
2018,멜로망스,동화,너의 마음속 내 모습들언젠가 얘기해줬을 때듣고 있는 날엔 어느새날 위한 이야긴 듯해너의 마음이 아니면 들을 수 없을 내 얘기들네 안에 그려진 내 모습이 그저 고마울 뿐이야너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로 네 옆에 남아 있을게우리가 나눈 시간 위에그린 서로의 모습들이앞으로의 우리에 대해믿을 수 있게 하는 듯해너의 마음이 아니면 볼 수 없었을 내 모습들너도 몰랐었던 네 모습을 너에게 들려줄게너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로네 옆에 남아 있을게서로의 마음속에 그려 왔었던우리라는 그림들을서로 나누고 있었을 때 지킬 수 있을 미래가 돼항상 너만의 예쁜 이야기로 네 옆에 남아있을게너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로 네 옆에 남아 있을게널 향한 맘을 나 항상지킬게
2018,폴킴,비,비가 내리다 말다우산을 챙길까 말까tv엔 맑음이라던데네 마음도 헷갈리나봐비가 또 내리다 말다하늘도 우울한가봐비가 그치고나면이번엔 내가 울것만같아Strumming down to my memories지직거리는 라디오에선또 뻔한 love song잊고있던 아픈 설레임널 생각나게해우리 걷던 이길위에흘러나오던 멜로디 흥얼거렸었지 넌 어디있니하늘은 이렇게 맑은데비에 젖은 내 마음을따뜻하게도 비춰주던 너는나에게 햇살같아그런널 왜 난 보냈을까Good byeSo hard to lose but easy to repeat푹 숙인 얼굴 날 알아봤을까I'm losing my breathe잊고 싶던 아픈 기억들날 더 힘들게해시간가는 줄도 모르고나눴던 수많은 밤과 사랑노래꿈보다 달콤했지쉽게 포기한건아닌지우연히널 마주친 순간내 마음 들킬까봐 뒤돌아섰어널 잡았다면그런 널 왜 난 보냈을까 우리 걷던 이길위에흘러나오던 멜로디 흥얼거렸었지 넌 어디있니하늘은 이렇게 맑은데비에 젖은 내 마음을따뜻하게도 비춰주던 너는나에게 햇살같아그런널 왜 난 보냈을까Good bye
2018,헤이즈 (Heize),Jenga (Feat. Gaeko),i just wanted to play this game사랑이란 감정에매료돼 날 가득 채웠네누가 시킨 적도 없는데탑을 쌓아 올렸네난 너의 조각들로 빼곡해내 맘을 채운 너의 눈 코 입과너의 특유의 말투와 억양시야에서 흐릿해져 갈 때면휘청거리네 나의 하루가내 맘에 수많은 구멍이 나도버틸 수 있는 이윤 너라고이제 네가 한 발짝만 더발을 빼면 난 무너질 텐데I don't wanna playthis game no moresomebody helpI don't wanna playthis game no moresomebody help탑이 무너지고 나면폐허가 돼버릴까 봐펜스를 두르고유적지로 두면 어떨까일어나지도 않은 일을 상상하며이음새를 붙들고 있는 나를너는 전처럼 바라보지 않아우리 사랑을 피사의 사탑이라생각지 않잖아이 게임의 끝을 준비하게 해줘쓰러질 땐 아무도 없게구경거리 되지 않게내 맘을 채운 너의 눈 코 입과너의 특유의 말투와 억양시야에서 흐릿해져 갈 때면휘청거리네 나의 하루가내 맘에 수많은 구멍이 나도버틸 수 있는 이윤 너라고이제 네가 한 발짝만 더발을 빼면 난 무너질 텐데I don't wanna playthis game no moresomebody helpI don't wanna playthis game no moresomebody help바람이 불어와더 이상 못 버틸 것 같아다시 채워주면 안 될까내 맘은 굳어가의미를 잃은 것 같아I don't wanna playthis game no moresomebody helpI don't wanna playthis game no moresomebody help
2018,Wanna One (워너원),BOOMERANG (부메랑),Wing Wing Wing WingBOOMERANGHey 돌아버려Boom Boom Boom Boom네 마음 향해 슛 하고 던졌는데Oh my god화살은 내게 퓨 하고 다시 날아와 날 괴롭히네 No No No No정체가 대체 뭔데 What나를 미치게 해 나를 미치게 해나도 나름 괜찮은데 Hey어떻게 너는 나를작아지게 하는 건지I don't know KnowOh 네 얼굴 행동 하나하나 다Love itNo No No No NoNo No No No No나를 봐 나만 봐내 옆에만 꼭 붙어 있어줘Oh 그대여 가지 마세요Wing Wing Wing WingBOOMERANGHey 돌아버려내가 도는 건지 날린 건지Hey 돌아버려Boom Boom Boom BoomBOOMERANG너에게 나 달려가 Oh Baby내 품에 와줘솔직하게 말할게 나 같은 남잔 없어Never let you go너만 보는 바보 Oh what주위에서 놀려대상관이 없어 다 뭐라 하던너만 내게 있으면 돼 All I wanna doOh 네 얼굴 행동 하나하나 다Love itNo No No No NoNo No No No No나를 봐 나만 봐내 옆에만 꼭 붙어 있어줘Oh 그대여 가지 마세요Wing Wing Wing WingBOOMERANGHey 날려버려네게 빠진 건지 홀린 건지Hey 날려버려Boom Boom Boom BoomBOOMERANGBaby 넌 날 알까 Don’t you know얼마나 내가 원하는지I promise you 난 너뿐약속해 어디든 Take you there그 누가 뭐라든 I don’t care네 손에 반지를 끼워 줄 수 있게Wing Wing Wing WingBOOMERANG Uh OhHey 돌아버려내가 도는 건지 날린 건지Hey 돌아버려Boom Boom Boom BoomBOOMERANG
2018,우원재,시차 (We Are) (Feat. 로꼬 & GRAY),밤새 모니터에 튀긴 침이마르기도 전에 강의실로아 참 교수님이 문신 땜에 긴 팔 입고 오래난 시작도 전에 눈을 감았지날 한심하게 볼 게 뻔하니 이게 더 편해내 새벽은 원래 일몰이 지나고하늘이 까매진 후에야 해가 뜨네내가 처량하다고 다 그래야 야 난 쟤들이 돈 주고 가는파리의 시간을 사는 중 이라 전해난 이게 궁금해시계는 둥근데 날카로운 초침이 내 시간들을 아프게모두가 바쁘게뭐를 하든 경쟁하라 배웠으니우린 우리의 시차로 도망칠 수밖에이미 저 문밖엔 모두 그래야 일찍 일어나야 성공해 안 그래맞는 말이지 다근데 니들이 꿈을 꾸던 그 시간에나도 꿈을 꿨지두 눈 똑바로 뜬 채로We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are4호선 문이 열릴 때취해 있는 사람들과 날 똑같이 보지마그들이 휘청거릴 때마다풍기는 술 냄새마저 부러웠지만난 적응해야 했거든 이 시차꿈을 꾸게 해 준 침댄 이 기차먼지 쌓일 틈이 없던 키보드 위그리고 2009년부터 지금까지 계속GRAY on the beat ya아침은 까맣고 우리의 밤은 하얘난 계속 칠하고 있고 똑같은 기찰 타네걱정한 적 없어 막차 시간은 한 번도얇았던 커튼이 햇빛을 완벽히 못 가려도난 지금 눈을 감아야 해내일의 나는 달라져야 해우린 아무것도 없이 여길 올라왔고넌 이 밤을 꼭 기억해야 돼We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are밤새 모니터에 튀긴 침이마르기도 전에 대기실로아 참 문신 땜에 긴 팔 입고 오래녹화 전에 눈을 감고 생각하지똑같은 행동 다른 느낌시차 부적응에 해당돼지금 내 옆엔 Loco 그리고 GRAY모두 비웃었던 동방의 소음이 어느새전국을 울려대야 이게 우리 시차의 결과고우린 아직 여기 산다 전해We're livin' in a different time zone바뀌어버린 낮과 밤이야 yeahHave a good night 먼저 자아직 난 일하는 중이야We are who we areWe a-a-are who we a-a-are ohahhDon't you know who we are모두 위험하다는 시간이 우린 되려 편해Don't you know who we are밝아진 창문 밖을 봐야지 비로소 맘이 편해Don't you know who we are모두가 다 피하는 반 지하가 우린 편해Don't you know who we areWe are We are We areDon't you know who we are
2018,Red Velvet (레드벨벳),빨간 맛 (Red Flavor),빨간 맛 궁금해 Honey깨물면 점점 녹아든 스트로베리 그 맛코너 캔디 샵 찾아 봐 Baby내가 제일 좋아하는 건 여름 그 맛야자나무 그늘 아래 졸고 싶고뜨거운 여름밤의 바람은 불고너무 쉽게 사랑 빠져 버릴 나인틴우린 제법 어울리고 또 멋져좋아 첫눈에 반해 버린네가 자꾸만 생각나내 방식대로 갈래빨간 맛 궁금해 Honey깨물면 점점 녹아든 스트로베리 그 맛코너 캔디 샵 찾아 봐 Baby내가 제일 좋아하는 건 여름 그 맛일곱 개의 무지갯빛 문을 열어너의 세상은 짜릿해 멋있어태양보다 빨간 네 사랑의 색깔내가 가질래 내 멋대로 할래날 봐 넌 뭘 생각하는데오늘 뭘 할 수 있을까내 맘대로 상상해빨간 맛 궁금해 Honey깨물면 점점 녹아든 스트로베리 그 맛코너 캔디 샵 찾아 봐 Baby내가 제일 좋아하는 건 여름 그 맛복숭아 주스 스윗 앤 사워 믹스 Mood 네게 주고픈 칵테일을 Brew RED귓속이 쨍 코가 맹상상 그 이상 기분 Up and bang REDBet you wanna bet you wanna dance like this외쳐보자 좋아해요 솔직히긴장해 땀이 뚝뚝 귀엽지사랑에 빠져 그을려 우린 RED RED Ah말 안 해도 알아주면 안 돼내 맘은 더 커져 가는데다 흘려버린 아이스크림같이이러다 녹을지 몰라그러니 말해 그래 그래 말해 그러니 말해 그래 그래 말해 너의 색깔로날 물들여줘 더 진하게 강렬하게빨간 맛 궁금해 Honey깨물면 점점 녹아든 스트로베리 그 맛코너 캔디 샵 찾아 봐 Baby내가 제일 좋아하는 건 여름 그 맛내가 제일 좋아하는 건 여름의 너
2018,선미,사이렌 (Siren),내가 말했잖아 속지 말라고이 손을 잡는 순간너는 위험해질 거라고Now you’re bleeding근데도 끌리니뻔히 다 알면서도왜 그리 빤히 쳐다보니놔 그냥조금도 망설이지 말고놔 그냥너를 아프게 할 거란 걸알잖아네 환상에 아름다운 나는 없어Can’t you see that boyGet away out of my face더 다가오지 마 boy슬퍼해도 난 울지 않아Get away out of my face더 바라보지 마 boy슬퍼해도 난 울지 않아라랄라라라 라랄라라라라랄라라라 라랄라라라차가운 나를 보는 너의 눈빛우릴 비추던 달빛이제는 저물어 간다고보이지 않니 날 놓지 못하는 손조금씩 붉어져가잖아놔 그냥조금도 망설이지 말고놔 그냥너를 아프게 할 거란 걸알잖아네 환상에 아름다운나는 없어Can’t you see that boyGet away out of my face더 다가오지 마 boy슬퍼해도 난 울지 않아Get away out of my face더 바라보지 마 boy슬퍼해도 난 울지 않아라랄라라라 라랄라라라라랄라라라 라랄라라라Can’t you see that boyWhatCan’t you see that boyI ain’t cry no moreGet away out of my face더 다가오지 마 boy슬퍼해도 난 울지 않아Get away out of my face더 바라보지 마 boy슬퍼해도 난 울지 않아라랄라라라 라랄라라라라랄라라라 라랄라라라
2018,Red Velvet (레드벨벳),Power Up,Ba-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaOh 아무것도 안 했는데왜 시간은 벌써 3시아이스 아메리카노 마셔도 왜더 후끈후끈하니태양은 우릴 놀리고아스팔트 온도 50도 Wow원해요 에너지차갑거나 아예 뜨겁게Summer Magic반짝인 그 Ocean 위로난 벌써 날아Go Go 에어플레인번개처럼 날아라카우아이 파도 속 나를 던져 버리게이예이예 이예이예이예이예Let’s power up까맣게 다 타버릴 거예요Ba-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nana BaLet’s power up놀 때 제일 신나니까요Oh 좋아하는 걸 원해봐요I want it I want itwant it want it yeah매일 그대 열정은 타오르죠I’ll take it I’ll take ittake it take it yeah그런 게 우리의 천재적인 파워야즉흥적 본능적 맞아 그게 필요해떠나요 오늘 밤짜릿함을 찾으러 레벨업엔진 소리 들뜬 맘의백그라운드 뮤직 봐벌써 날아Go Go에어플레인 태양 위로 날아라Diving to the sky완전 소름 돋았어이예이예 이예이예이예이예Let’s power up까맣게 다 타버릴 거예요Go Go 에어플레인번개처럼 날아라카우아이 파도 속 나를 던져 버리게이예이예 이예이예이예이예Let’s power up까맣게 다 타버릴 거예요Ba-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nana BaLet’s power up놀 때 제일 신나니까요선생님은 내게 말씀하셨죠놀 때도 일할 때도 즐겁게 해그래 난 유달리 반짝거렸죠뜨거움도 새로움도 It’s mineGo Go 에어플레인번개처럼 날아라카우아이 파도 속 나를 던져 버리게이예이예 이예이예이예이예Let’s power up까맣게 다 타버릴 거예요Go Go 에어플레인태양 위로 날아라Diving to the sky완전 소름 돋았어이예이예 이예이예이예이예Let’s power up까맣게 다 타버릴 거예요Ba-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nanaBa-banana Ba-ba-banana-nana BaLet’s power up놀 때 제일 신나니까요
2018,정승환,눈사람,멀리 배웅하던 길여전히 나는 그곳에 서서그대가 사랑한이 계절의 오고 감을 봅니다아무 노력 말아요버거울 땐 언제든나의 이름을 잊어요꽃잎이 번지면당신께도 새로운 봄이 오겠죠시간이 걸려도그대 반드시 행복해지세요그 다음 말은 이젠내가 해줄 수 없어서마음속에만 둘게요꽃잎이 번지면그럼에도 새로운 봄이 오겠죠한참이 걸려도그대 반드시 행복해지세요끝 눈이 와요혹시 그대 보고 있나요슬퍼지도록 시리던우리의 그 계절이 가요마지막으로 날떠올려 준다면 안 되나요다시 한 번 더 같은 마음이고 싶어우릴 보내기 전에몹시 사랑한 날들영원히 나는 이 자리에서
2018,방탄소년단,전하지 못한 진심 (Feat. Steve Aoki),외로움이 가득히피어있는 이 garden가시투성이이 모래성에 난 날 매었어너의 이름은 뭔지갈 곳이 있긴 한지Oh could you tell me이 정원에 숨어든 널 봤어And I know너의 온긴 모두 다 진짜란 걸푸른 꽃을 꺾는 손잡고 싶지만내 운명인 걸Don't smile on meLight on me너에게 다가설 수 없으니까내겐 불러줄 이름이 없어You know that I can'tShow you MEGive you ME초라한 모습 보여줄 순 없어또 가면을 쓰고 널 만나러 가But I still want you외로움의 정원에 핀너를 닮은 꽃주고 싶었지바보 같은 가면을 벗고서But I know영원히 그럴 수는 없는 걸숨어야만 하는 걸추한 나니까난 두려운 걸초라해I’m so afraid결국엔 너도 날 또 떠나버릴까또 가면을 쓰고 널 만나러 가할 수 있는 건정원에이 세상에예쁜 너를 닮은 꽃을 피운 다음니가 아는 나로 숨쉬는 것But I still want youI still want you어쩌면 그때조금만이만큼만용길 내서 너의 앞에 섰더라면지금 모든 건 달라졌을까난 울고 있어사라진무너진홀로 남겨진 이 모래성에서부서진 가면을 바라보면서And I still want youBut I still want youBut I still want youAnd I still want you
2018,TWICE (트와이스),LIKEY,설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근자꾸 드러내고 싶지자꾸만 사소한 것 하나까지 전부다작은 화면 속에 내가제일 예뻐 보이고파아직은 감춰 이런 내 마음 꾹꾹멋 부린다는 건 정말 귀찮은 거그렇다고 절대 대충할 수가 없는걸매일 가슴 뛰게 해이건 네가 몰라야만 돼그러면서 뻔뻔하게BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart숨을 훕 참아 지퍼를 올리게다시 한번 허리를 훕으라차차차 다 입었다 Baby세상엔 예쁜 옷이너무나도 많고 많아BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸그저 바라보고 있지아무 말도 할 수 없지조금만 더 다가와요 내 맘 알아줘요더 이상 감추고만 싶지 않아오늘따라 기분이 꿀꿀해안 그런척해 봐도 슬프냬 아무 반응 없는 너 땜에 삐졌는데눈치 없이 친구들이나오라고 부르네Oh 잠깐만 잠깐만연락이 이제야 오는걸 Woo하루종일 기분이 왔다 갔다울다가도 다시 신나서 춤추네설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart
2018,BLACKPINK,마지막처럼,너 뭔데 자꾸 생각나자존심 상해 애가 타얼굴이 뜨겁고 가슴은 계속 뛰어내 몸이 맘대로 안 돼 어지러워넌 한 줌의 모래 같아잡힐 듯 잡히지 않아넌 쉽지 않은 걸 그래서 더 끌려내 맘이 맘대로 안 돼 어이없어지금 너를 원하는내 숨결이 느껴지니널 바라보고 있어도 missing you서툰 날 won’t you set me freeBaby 날 터질 것처럼 안아줘그만 생각해 뭐가 그리 어려워거짓말처럼 키스해줘 내가 너에게마지막 사랑인 것처럼마지막처럼 마-마-마지막처럼마지막 밤인 것처럼 love마지막처럼 마-마-마지막처럼내일 따윈 없는 것처럼Uh I'ma fall in love babyYou gon finna catch meUh give you all of this babyCall me pretty and nastyCause we gonna get it my loveyou can bet it onblack we gon double the stackon them whoaI be the Bonnieand you be my ClydeWe ride or dieXs and Os시간은 흘러가는데 마음만 급해지지내 세상은 너 하나만 missing you서툰 날 won’t you set me freeBaby 날 터질 것처럼 안아줘그만 생각해 뭐가 그리 어려워거짓말처럼 키스해줘 내가 너에게마지막 사랑인 것처럼마지막처럼 마-마-마지막처럼마지막 밤인 것처럼 love마지막처럼 마-마-마지막처럼내일 따윈 없는 것처럼One two three 새로운 시작이야절대 뒤돌아보진 않을 거니까날 너에게 던지면 너는 날 꼭 잡아줘세상은 우릴 꺾지 못할 테니까BLACKPINK in your areaBaby 날 터질 것처럼 안아줘그만 생각해 뭐가 그리 어려워거짓말처럼 키스해줘 내가 너에게마지막 사랑인 것처럼마지막처럼 마-마-마지막처럼마지막 밤인 것처럼 love마지막처럼 마-마-마지막처럼내일 따윈 없는 것처럼 love
