years,singers,songs,lyrics
1995,룰라,날개 잃은 천사,아 그럴거야 나를 아낄려고 굳이 내게 말 안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 네게 말안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 네게 말안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 네게 말안하고 멀리 떠나갔던가 천사를 찾아 사바 사바 사바천사를 찾아 사바 사바 사바천사를 찾아 헤매이지 잃어버린 내 모습을 찾아 사바 사바 사바 오 이렇게 많은 사람들이 네게 친해지려 할 때 네가 싫고 넌 키도 작고 차도 없다했지 난 오 이런 저런 조건 조건따지다 보니까 진실한 사랑의 의미 의미 도대체가 도대체가 찾을수가 없어 쉽게 찾을 수가 있는데 내 마음속에 있는데 조용하게 눈을 감고 생각하면 알수있어 천사를 찾아 방황하는 나의 예전의 그모습 찾아 샤바 나 이제 알아 혼자된 기분을 그건 착각이었어 느낄수 있니 사랑의 시작은 외로움의 끝인걸 언제라도 넌 내가 원한 것을 다 줄듯 보였고 사바 사바 사바변덕스러운내 기분 맞추려 고민도 하고 사바 사바 사바하지만 너의 고마웠던 사랑을 난 당연한 듯 생각했었던 거야 나 이제 알아 혼자된 기분을 그건 착각이었어 느낄수 있니 사랑의 시작은 외로움의 끝인걸 쉽게 찾을 수가 있는데 마음속에 있는데 조용하게 눈을 감고 생각하면 알 수있어 천사를 찾아 헤매이지 잃어버린 내 모습을 찾아 샤바 나 이제 알아 혼자된 기분을 그건 착각이었어 느낄수 있니 사랑의 시작은 외로움의 끝인걸 언제라도 넌 내가 원한 것을 다 줄듯 보였고 사바 사바 사바변덕스러운내 기분 맞추려 고민도 하고 사바 사바 사바하지만 너의 고마웠던 사랑을 난 당연한 듯 생각했었던 거야 나 이제 알아 혼자된 기분을 그건 착각이었어 느낄수 있니 사랑의 시작은 외로움의 끝인걸 나 이제 알아 혼자된 기분을 그건 착각이었어 느낄수 있니 사랑의 시작은 외로움의 끝인걸 아 그럴거야 나를 아낄려고 굳이 내게 말 안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 내게 말 안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 내게 말 안하고 멀리 떠나갔던가 아 그럴거야 나를 아낄려고 굳이 내게 말 안하고 멀리 떠나갔던가
1995,권진원,살다보면,살다보면괜시리 외로운 날너무도 많아나도 한번 꿈 같은 사랑해봤으면 좋겠네살다보면하루하루 힘든일이너무도 많아가끔 어디 혼자서 훌쩍떠났으면 좋겠네수 많은 근심 걱정멀리 던져 버리고언제나 자유롭게아름답게 그렇게내일은 오늘보다나으리란 꿈으로 살지만오늘도 맘껏 행복했으면그랬으면 좋겠네살다보면괜시리 외로운 날너무도 많아나도 한번 꿈 같은 사랑해봤으면 좋겠네살다보면하루하루 힘든일이너무도 많아가끔 어디 혼자서 훌쩍떠났으면 좋겠네수 많은 근심 걱정멀리 던져 버리고언제나 자유롭게아름답게 그렇게내일은 오늘보다나으리란 꿈으로 살지만오늘도 맘껏 행복했으면그랬으면 좋겠네그랬으면 좋겠네그랬으면 좋겠네
1995,김광석,두바퀴로 가는 자동차,두바퀴로 가는 자동차네바퀴로 가는 자전거물속으로 나는 비행기하늘로 나는 돛단배복잡하고 아리송한 세상 위로오늘도 에드벨룬 떠있건만태공에게 잡혀온 참새만이한숨을 내쉰다남자처럼 머리 깎은 여자여자처럼 머리 긴 남자가방없이 학교 가는 아이비 오는 날 신문 파는 애복잡하고 아리송한 세상 위로오늘도 에드벨룬 떠있건만포수에게 잡혀온 붕어만이한숨을 내쉰다한여름에 털장갑 장수한겨울에 수영복 장수번개소리에 기절하는 남자천둥소리에 하품하는 여자복잡하고 아리송한 세상 위로오늘도 에드벨룬 떠있건만독사에게 잡혀온 땅꾼만이긴 혀를 내두른다독사에게 잡혀온 땅꾼만이긴 혀를 내두른다
1995,피노키오,시간이 흐른뒤에,너의 뒷모습에 익숙해져 같어 먼저 말한 이별 너의 내민 손을 잡긴 했지 아직 내 것 같지 않은 이별인데 너는 오래전부터 느낀 것 같아  잊을 수 있을거라 나는 생각했어 시간이 흐르면 몰랐던거야 갈수록 더해가는 아픔을  너는 오래전부터 느낀 것 같아  잊을 수 있을거라 나는 생각했어 시간이 흐르면 몰랐던거야 갈수록 더해가는 아픔을  잊을 수 있을거라 나는 생각했어 시간이 흐르면 몰랐던거야 갈수록 더해가는 아픔을 잊을 수 있을거라 나는 생각했어 시간이 흐르면 몰랐던거야 갈수록
1995,김혜림,날 위한 이별,난 알고 있는데다 알고 있는데니가 있는그 곳 어딘지너도 가끔씩은내 생각날꺼야술이 취한어느 날 밤엔누구를 위한이별이었는지그래서 우린행복해 졌는지그렇다면은아픔의 시간들을난 어떻게설명해야만 하는지돌아와 니가있어야 할 곳은바로 여긴데나의 곁인데돌아와 지금이라도날 부르면그 어디라도 나는달려 나갈텐데돌아와 우리우연한 만남이아직도 내겐사치인가봐돌아와 나를 위한이별이었다면다시 되돌려야 해나는 충분히불행하니까누구를 위한이별이었는지그래서 우린행복해 졌는지그렇다면은아픔의 시간들을난 어떻게설명해야만 하는지돌아와 니가있어야 할 곳은바로 여긴데나의 곁인데돌아와 지금이라도날 부르면그 어디라도 나는달려 나갈텐데돌아와 우리우연한 만남이아직도 내겐사치인가봐돌아와 나를 위한이별이었다면다시 되돌려야 해나는 충분히불행하니까
1995,DJ DOC,머피의 법칙,돈 싫어 명예 싫어따분한 음악 우린 정말 싫어펑키 비트의 신나는 댄스노래하는 창렬이래퍼 스카이 래퍼 재용우리들은 DOC DJ DOC 친구들과 미팅을 갔었지뚱뚱하고 못생긴 애 있길래와 재만 빼고 다른애는 다 괜찮아그래도 꼭 개랑 나랑 짝이 되지내가 맘에 들어하는 여자들은꼭 내 친구 여자 친구이거나우리 형 애인 형 친구 애인아니면 꼭 동성동본세상에 어떻게 이럴수가나는 도대체 되는일이 하나 없는지언제쯤 내게도 기가 막힌그런 눈부신 여자친구 하나 생길까세상 모든게 다 내뜻과어긋나 힘들게 날 하여도내가 꿈꿔온 내 사랑은널 위해 내 뜻대로 이루고 말테야나나나나 나나나나 나나나나 나나나나나나나나 나나나나 나나나나 나나나나 나나나나나오랜만에 꼬질꼬질한 모습으로 우리동네 목욕탕을 찾은 날은한 달에 두 번 있는 정기휴일이왜 꼭걸리는 거야 어꼬질꼬질 지저분한 내 모습그녀에게 들키지 말아야지 하면벌써 저 쪽에서 그녀가날 꼭 어이없이 바라볼까세상에 그 어떤 누구라도너와 바꿀 수 없다는걸 우린 알잖아세상에 그 어떤 어려움도우리 사랑을 갈라놓을 순 없잖아세상 모든게 다 내 뜻과어긋나 힘들게 말하여도내가 꿈꿔온 내 사랑은널 위해 내 뜻대로 이루고 말테야나나나나 나나나나 나나나나 나나나나나나나나 나나나나 나나나나 나나나나 나나나나요 머피의 법칙 I like the full music DJ DOC 머피의 법칙 자 다같이 오 예 오예 아 예 아예아하 아하 Say one Two One Two Three Four나나나나 나나나나 나나나나 나나나나나나나나 나나나나 나나나나 나나나나 나나나나
1995,최재훈,널 보낸 후에,처음부터 잘못된 만남인걸  알지만 그댈 사랑했을 뿐  아름다운 그대 지워지지가 않아  그댄 지금 어디에 얼마나 아파해야 하는지  그대를 잊을수 있는 걸까  아무 이유없이 날 외면하고 있어  그댄 지금 어디에 알고 있어 그대 떠난 이유를  그땐 왠지 너무 힘이 들었어  다시 못올 길을 가고 있지만  다시 한번 너를 안고 싶어져  사랑해 아픔이 쌓인 만큼  기억할 수 있을 때까지  워 그대여 내 맘 알고 있다면  돌아와줘 내게로  사랑해 아픔이 쌓인 만큼  기억할 수 있을 때까지  워 그대여 내 맘 알고 있다면  돌아와줘 내게로 사랑해 아픔이 쌓인 만큼  기억할 수 있을 때까지  워 그대여 내 맘 알고 있다면
1995,신효범,너의 곁에 있고 싶어,그냥 그대로 있어떠나지 말아네가 떠나면나는 혼자인데떠나는 널 보며울고싶지는 않아잠시 너의 곁에 있게 해줘너를 보내야만 하는이 깊은 슬픔속에서돌아서는 너를 위해이렇게 웃고 있잖아너는 떠나겠지아무 일 없는 듯우리 사랑마저없던 것처럼너를 보내야만 하는이 깊은 슬픔속에서마지막 이 순간까지널 위해 웃고 있잖아너는 떠나겠지아무 일 없는 듯우리 사랑마저잊은 것처럼
1995,R.ef,고요속의 외침,더 이상 나에게 너만을 강요하지는 말아줘 서둘러 가야할 이별에눈물은 장애가 될뿐야때로는 적당히 자신을 속이며 만나왔지만솔직히 이제는 너를 떠나겠어떠나겠어내곁에 맴도는 약속된 슬픔은 숙제로 남겨버리고서또 다른 만남에 충실하려는 외침 그 외침은 내 맘속에 고요함을 깨뜨리고널 두고 난 떠나네운명처럼 받아들인 헤어짐이 눈물로그래 쉬운일이 아니란걸 알아너를 떠난다는 그런 사실조차나는 도저히 믿어지지 않겠지만잘못된 만남이 힘들었지어느 누구도 나만큼 너를 사랑할 수 없을거라 말을 했었지만지금은 달라 모든게 변했어어느 순간부터내곁에 맴도는 약속된 슬픔은 숙제로 남겨버리고서또 다른 만남에 충실하려는 외침 그 외침은 내 맘속에 고요함을 깨뜨리고널 두고 난 떠나네운명처럼 받아들인 헤어짐이 눈물로내 맘속에 고요함을 깨뜨리고널 두고 난 떠나네운명처럼 받아들인 헤어짐이 눈물로내 맘속에 고요함을 깨뜨리고널 두고 난 떠나네운명처럼 받아들인 헤어짐이 눈물로흐르는 눈물로
1995,노영심,그리움만 쌓이네,다정했던 사람이여나를 잊었나벌써 나를 잊어버렸나그리움만 남겨놓고나를 잊었나벌써 나를 잊어버렸나그대 지금 그 누구를사랑하는가굳은 약속 변해버렸나예전에는 우린 서로사랑했는데이젠 맘이 변해버렸나아 이별이 그리 쉬운가세월 가 버렸다고이젠 나를 잊고서멀리 멀리 떠나가는가아 나는 몰랐네그대 마음 변할줄난 정말 몰랐었네오 나 너 하나만을믿고 살았네그대만을 믿었네오 네가 보고파서나는 어쩌나그리움만 쌓이네아 이별이 그리 쉬운가세월 가 버렸다고이젠 나를 잊고서멀리 멀리 떠나가는가아 나는 몰랐네그대 마음 변할줄난 정말 몰랐었네오 나 너 하나만을믿고 살았네그대만을 믿었네오 네가 보고파서나는 어쩌나그리움만 쌓이네
1995,이장우,훈련소로 가는 길,넌 내가 힘들어할까걱정스런 눈빛이지만아냐 나도 남자잖아남들처럼 견딜 수 있을거야너무 슬프게 울지는 마내가 괜히 미안하잖아이제 한동안 못보겠지만내 생각이 날 때가끔 면회나 와줘첫 휴가때는 짧은 머리에난 아마도 쑥스럽겠지날 기다리진 마네게 부담주긴 싫어좋은 사람 만날 기회를나 때문에 피하지는 마하지만 그래도니가 나를 못 잊어아무것도 없이새로 시작할 날 허락한다면그땐 너와 결혼을 하고 싶어군대있는 동안 이별한많은 연인들을 봤었지이제는 내 얘기가 되는걸까너 변할지라도 너무 미안해는마시간이 갈수록우린 다른 세상속에멀어질 수 밖에날 기다리진 마네게 부담주긴 싫어좋은 사람 만날 기회를나 때문에 피하지는 마하지만 그래도니가 나를 못 잊어아무것도 없이새로 시작할 날 허락한다면그땐 너와 결혼을 하고 싶어날 기다리진 마네게 부담주긴 싫어좋은 사람 만날 기회를나 때문에 피하지는 마하지만 그래도니가 나를 못 잊어아무것도 없이새로 시작할 날 허락한다면그땐 너와 결혼을 하고 싶어
1995,성진우,포기하지 마,다 포기하지마 또 다른 모습에 나 살기 위해 몸부림 치는 걸  다 포기하지마 또 다른 모습에 나 살기 위해 몸부림 치는 걸 너 돌아보지마 또 힘든 네모습 더 먼곳으로 나 떠나갈꺼야 이제껏 구겨진 생활속에 지쳤어 모든걸 그렇게 지나치며 살았어 그래도 아직은 포기못해 너만은 다시금 널 찾아 떠나겠지 달려가 내 몸을 너에게 안길거야 쉽게 지나치진 못하겠지 조금씩 더 크게 네 이름 부를거야 이렇게 더 사랑하는 너를  너 돌아보지마 또 힘든 네 모습 더 먼 곳으로 나 떠나갈꺼야 이제껏 구겨진 생활속에 지쳤어 모든걸 그렇게 지나치며 살았어 그래도 아직은 포기못해 너만은 다시금 널 찾아 떠나겠지 달려가 내 몸을 너에게 안길거야 쉽게 지나치진 못하겠지 조금씩 더 크게 네 이름 부를거야 이렇게 더 사랑하는 너를 달려가 내 몸을 너에게 안길거야 조금씩 더 크게 네 이름 부를거야 이렇게 더 사랑하는 너를
1995,박미경,이브의 경고,오늘도 넌 나를 피해 딴 생각을 하지만  난 알고 있어  나의 예감은 한번도  틀린적이 없어  걱정스런 맘  이런내 마음을 알고 있다면  나에게 더이상 실수하지마  내게도 너 아닌 멋진 남자가  가끔 날 유혹해 흔들릴  때도 있어  너에게만 있는 능력처럼  그렇게 날 속이려고 하면  나에게는 더이상 순애보는  없어 난 널  그냥 떠나버릴 거야 너에게 실수하고 싶은 마음은 없었어 나의 호기심이 잠시 날 흔들리게 했을 뿐 너에게 구차한 변명따위는 하지 않을게 이젠 날 이해해줘 내 잘못을 인정 할테니 그렇게 말을하면 나도 할말은 없어 이해해 줄게 하지만 내게 약한 모습은 보이지마 사랑하니까 언제나 당당한 너의 모습에 난 항상 매력을 느꼈던 거야 누구나 한번은 실수하지만 두번은 안돼 내가  못 견딜 테니까 너에게만 있는 능력처럼 그렇게 날 속이려고 하면 나에게는 더이상 순애보는 없어 난 널 그냥 떠나버릴거야 워 이제는 알 것 같아 숨겨진 너의 마음을 언제나 가볍게 넌 나를 대하고는 했지만 니 속에 숨어있는 너의 그 표독함까지 언제나 나를 위한 마음이었었다는 것을 가만히 생각하면 난 자꾸만 화가나 참으려 해도 내가 그렇게 네게 매력이 없었을까 난 모르겠어 어떻게 나아닌 다른 사람과 몰래 데이트를 할 수 있는지 지금 내 마음가짐으론 너를 이해할수 없지만 한번은 참는거야 너에게만 있는 능력처럼 그렇게 날 속이려고 하면 나에게는 더이상 순애보는 없어 난 널 그냥 떠나버릴 거야 너에게만 있는 능력처럼 그렇게 날 속이려고 하면 나에게는 더이상 순애보는 없어 난 널 그냥 떠나버릴 거야
1995,더 블루,친구를 위해,하늘위로 날아가는 새들은자유로운 날개짓을 하며말이 없는 내마음을 아는지작은 내모습 위로 날아가네다가가면 멀어지는 사람들사랑하는 그대마저 떠난밤이오는 노을아래 서 있는나는 홀로 이렇게 울고있네다른 세상으로 떠나가고 싶지만나의 곁에 다가와준 내친구는힘이 들어도 꿈을 찾고 있었지어떤날은 버려진 나를 위해서이젠 나의 꿈들을 찾아 떠나야겠어그 누구나 새로운 많은 날이 있잖아나의 꿈을 찾아서 다시 노래할꺼야언제까지 변하지 않는 나의 친구와지난 나의 마지막 무대위에 섰을 때내이름을 부르던 사람들은 떠나고그런 나의 모습에 그댄 사라져 갔어초라해진 사랑에 많이 아파했지만이젠 나의 꿈들을 찾아 떠나야겠어그 누구나 새로운 많은 날이 있잖아나의 꿈을 찾아서 다시 노래할꺼야언제까지 변하지 않는 나의 친구와노래가 끝나가는 지금 내곁엔나를 보는 친구가 있네......
1995,이승환,천일동안,천일동안 난 우리의 사랑이 영원할 거라 믿어 왔었던거죠어리석게도 그런 줄로만 알고 있었죠헤어지자는 말은 참을수 있었지만 당신의 행복을 빌어줄내모습이 낯설어 보이진 않을런지그 천일동안 알고 있었나요 많이웃고 또 많이울던 당신을 항상지켜주던 감사해하던 너무 사랑했던 나를 보고싶겠죠 천일이 훨씬 지난 후에라도 역시 그럴테죠 난 괜찮아요 당신이 내곁에 있어줬잖아요그 천일동안 알고 있었나요 많이웃고 또 많이울던 당신을 항상지켜주던 감사해하던 너무 사랑했던 나를 보고싶겠죠 천일이 훨씬 지난 후에라도 역시 그럴테죠잊지마요 우리 사랑 아름다운 이름들을그 천일동안 힘들었었나요 혹시 내가 당신을 아프게 했었나요용서해요 그랬다면 마지막일거니까요난 자유롭죠 그날 이후로 다만 그냥 당신이 궁금할 뿐이죠다음 세상에서라도 우리 다시는 만나지 마요
1995,박진영,날 떠나지마,멀어지는 너의 모습은나의 눈물속에서점점 더 번져가고작아지는 널 느낄 수록내마음속에서 넌 커져가고하지만 난 괜찮아내사랑이 떠나는 널다시 내게 돌려줄걸난 알아 난알아날 떠나지마가는 널 볼수가 없어넌 떠나지만난 뒷모습만 보며 서있어다시 한번 말하지만제발 날 떠나지마내 사랑이 너의 오는 길을비춰줄거야 oh baby희미해진 너를 보면서나의 그리움들은 커져가고하지만 난 괜찮아내 사랑이 떠나는 널다시 내게돌려줄걸 난 알아 난 알아날 떠나지마가는 널 볼수가 없어넌 떠나지만난 뒷모습만 보며 서있어다시 한번 말하지만제발 날 떠나지마내 사랑이 너의 오는 길을비춰줄거야날 떠나지마 가는 널볼수가 없어넌 떠나지만난 뒷모습만 보며 서있어다시 한번 말하지만제발 날 떠나지마내 사랑이 너의 오는 길을비춰줄거야 oh baby
