years,singers,songs,lyrics
2009,G-DRAGON,Heartbreaker,A yo finallyIs this what you been waitin' forbrand new G DI'm all by myselfBut it's all goodYo ma HeartbreakerDJ and YGLet me take this song here나도 어디서 꿀리진 않어아직 쓸만한 걸 죽지 않었어너 하나 때문에 망가진 몸사라진 꿈 불 타는 맘 널 위해서라면 내 한 몸 날려니가 있는 곳이면 달려하지만 그댄 내게 안녕 또 안녕넌 내가 싫다고 이유가 뭐냐고짜증난 네 표정이모든 걸 말해줘 슬프게 해그래도 좋다고 기회를 달래도한번 돌아선 니 모습차가운 그 눈빛이 싫어요No NoYo ma heart heart heart heartHeart breaker내가 뭘 잘못했는지Yo ma heart heart heart heartHeart breakerNo way No way니가 날 떠나간다고난 인정 못한다고잘 사나보자고Lovers and Haters지긋지긋지긋 해삐끗삐끗삐끗 해내 사랑이 비굴해No way매일 똑같은 문제넌 내가 변했다해가증스런 입 다물래상대가 누군지 알고 말해난 이제 Out of control혼자서 계속 밑으로그 자리 그 곳에서 안녕 또 안녕넌 내가 싫다고 이유가 뭐냐고화가 난 니 목소리모든 걸 보여줘 슬프게 해그래도 좋다고 기회를 달래도한번 돌아선 니 모습차가운 그 미소가 미워요No NoYo ma heart heart heart heartHeart breaker내가 뭘 잘못했는지Yo ma heart heart heart heartHeart breakerNo way No way니가 날 떠나간대도난 인정 못한다고잘 사나보자고Lovers and Haters지긋지긋지긋 해삐끗삐끗삐끗 해내 사랑이 비굴해I'll still still be there꺼진 니 전화기에I'll still still be there네 집 앞 편지함에난 아직도 그댈이젠 남이라 해도I'll will still be there영원히 함께하잔 그 말들잠깐의 달콤한 뿐이라고그댄 왜 아무렇지 않냐고헤이 난 이렇게 아픈데Yo ma heart heart heart heartHeart breaker내가 뭘 잘못했는지Yo ma heart heart heart heartHeart breakerNo way No wayYo ma heart heart heart heart breakerYo ma heart heart heart heartbreaker breakerH E A R T baby No wayI'm out
2009,2PM,Again＆Again,Again and again and again and againAgain and again and again and again이렇게 왜 내가또 너의 집 앞에 또 서있는 건지대체 난 바본지 정말 속고 또 속고또 당하고 또 당해도또 다시 이 자리에 와있는지내가 미쳤나 봐 자존심도 없는지너에게 돌아와 쳇바퀴 돌듯이이럼 안 되는데 되는데 되는데하면서 오늘도 이러고 있어Again and again and again and again너에게 자꾸 돌아가왜 그런지 몰라 왜 그런지 몰라Again and again and again and again너의 말에 또 속아왜 그런지 몰라 왜 그런지 몰라어쩜 이렇게도 바보 같니내가 내가 왜 이렇게 된 거니난 분명히 결심을 했는데하고 또 했는데왜 너에게 자꾸 돌아오는지내가 미쳤나 봐 자존심도 없는지너에게 돌아와 쳇바퀴 돌듯이절대 안 볼 거라 볼 거라볼 거라 하면서다시 또 이러고 있어Again and again and again and again너에게 자꾸 돌아가왜 그런지 몰라 왜 그런지 몰라Again and again and again and again너의 말에 또 속아왜 그런지 몰라 왜 그런지 몰라넌 대체 어떤 약이길래끊을 수가 없어나도 몰래 자꾸 너를 그리워하고결국엔 또 찾고 나쁜 여자인줄 알면서난 또 널 품에 안고사랑을 해 보나마나뻔히 다가올 내일의 아픔을다 알고 있으면서돌아서질 못해 결정을 못 내려젠장 나 왜이러니왜 이 여자 옆에 누워있니 도대체 몇 번째 이 짓을 더 해봐야 내가 정신을 차릴런지누가 좀 날 어디에다 묶어줘어서 제발She’s a bad girlI know knowBut here I go again oh noAgain and again and again and again너에게 자꾸 돌아가왜 그런지 몰라 왜 그런지 몰라Again and again and again and again너의 말에 또 속아왜 그런지 몰라 왜 그런지 몰라
2009,에이트,심장이 없어,아프다고 말하면 정말 아플 것 같아서 슬프다고 말하면 눈물이 날 것 같아서 그냥 웃지 그냥 웃지 그냥 웃지 그런데 사람들이 왜 우냐고 물어 매일을 울다가 웃다가 울다가 웃는걸 반복해 나 왜 이러는데 술이 술인지 밥인지도 모르는 채 살아 이 정도 아픔은 통과 의례인 듯 해 멍하니 종이에 나도 몰래 니 이름만 적어 하루 왼 종일 종이가 시커매지고서야 펜을 놔 너 그리워 또 핸드폰을 들었다 놔 눈물이 또 찾아와 너와의 이별이란 나는 심장이 없어 나는 심장이 없어 그래서 아픈 걸 느낄리 없어 매일 혼잣말을 해 내게 주문을 걸어 그래도 자꾸 눈물이 나는 걸 아프다고 말하면 정말 아플 것 같아서 슬프다고 말하면 눈물이 날 것 같아서 그냥 웃지 그냥 웃지 그냥 웃지 그런데 사람들이 왜 우냐고 물어 이렇게 웃는데 니가 떠나고부터 난 바보가 된 것 같어 i can't do 아무것도 죽어라 방구석에 박혀 살어 너 없인 할 일도 없는데 하룬 길어 너무 길어 근데 뭐 그리 바뻐 널 외롭게 했어 니가 쇼핑 가자 그럴 때 친구와 술 한잔 마시는 건 그렇게 쉬운데 왜 너한텐 못했을까 언제나 제일 느린 게 후회랬는데 정말 바본지 끝까지 너와의 끈을 놓지 못해 나는 심장이 없어 나는 심장이 없어 오늘도 뻔한 거짓말을 해 가슴이 너무 아픈데이렇게 보채는데어떻게 웃을 수가 있겠어아프다고 말하면정말 아플 것 같아서슬프다고 말하면눈물이 날 것 같아서그냥 웃지 그냥 웃지 그냥 웃지그런데 사람들이 왜 우냐고 물어이렇게 웃는데웃자 TV속 연예인들처럼웃자 너의 미니홈피 제목처럼웃자 행복했던 내 어제처럼나는 심장이 없어아플 수가 난 없어나는 심장이 없어아플 수가 난 없어그냥 웃자 그냥 웃자 그냥 웃자제발 좀 눈물아 이제는 멈춰줘
2009,김태우,사랑비,사랑했었던 어떤 이가떠나간 적 있겠죠모든 게 내 탓이란생각이 든 적 있겠죠나 그래서 잡지 못했죠이런 아픔쯤은 모두잊을 수 있을 거라다른 사랑이 찾아올 거라 생각했었죠왜 그런데 잊질 못하죠그저 하늘 바라보며외치죠 다시 한번나를 사랑해줘내 맘속 작은 바램이비가 되어 내려오면내 사랑이 머리에 내리면추억이 되살아 나고가슴에 내리면 소중했던사랑이 떠오르고내 사랑이 입술에 닿으면널 사랑해 내게 외치며비가 내리는 그 길을 따라걷다가 걷다가 걷다 보면바라던 내가 널 기다려믿음이라는 열쇠로사랑의 상잘 열어사랑이란 기도를전하는 전화를 걸어내 맘이 널 찾지 못해도그저 하늘 바라보며외치죠 다시 한번나를 사랑해줘내 맘속 작은 바램이비가 되어 내려오면내 사랑이 머리에 내리면추억이 되살아 나고가슴에 내리면 소중했던사랑이 떠오르고내 사랑이 입술에 닿으면널 사랑해 내게 외치며비가 내리는 그 길을 따라걷다가 걷다가 걷다 보면바라던 내가 널 기다려돌아가 그때로내 삶에 단 한번기도했던 대로이렇게 외치면사랑비가 내려와너의 사랑이 나의눈에 내리면내 앞에 네가 서 있고내 귀에 내리면 네가다시 사랑을 속삭이고널 사랑해 내 품에 안으면또 다시 행복해지면해가 비추는 그 길을 따라같이 또 걷다가 걷다 보면바라던 우리가 서 있어내게 다시 오라는 기도Oh yeah 한번 더
2009,2NE1,Fire,I go by the name of CL of 2NE1It's been a long time comingbut we're here nowand we about to set the roofon FIRE babyyou better get yourscause I'm getting mineEh eh eh eh eh eh ehh to anyoneEh eh eh eh eh eh ehhyou gotta ring the alarmEh eh eh eh eh eh ehwe twenty oneEh eh eh eh eh ehhey hey hey heycome in come in come in다른 세상으로지겹기만한 고민은 이제 등을지고Lalalala 가식없는 나의 콧노래로Hahahaha 다시 널 비웃지 못하도록Now let's춤을 춤을 춤을 춰요wanna get down보다 큰 꿈을 꿈을 꿈을 꿔세상은 내맘대로 다 할 수있기에큰 자유를 위해tonight tonight uh내 눈빛에 빛나는 별들로내 심장속을 태우는 저 불빛도영원하진 않겠지but 잃을건 없지oh oh ye난 미미미미미미미치고 싶어더 빨리 뛰뛰뛰뛰뛰뛰뛰뛰고 싶어저 높은 빌딩위로저 푸른 하늘위로크게 소리리리리리리릴 치고싶어you gotta FIRE나의 가슴을 쿵쿵쿵You gotta drop it like its hot지금 멈추려하지마 oohthe FIRE 내 머릿속을boom boom boomI gotta drop it Like its hot멈추려 하지마 heyget up get up get up몇번넘어져도믿었던 세상이 날 또 다시 배신해도나나나난 절대 울지않아 바보처럼어머머머 내숭 떨지마라 남들처럼내가 저 끝까지 데려갈게fallow fallow me숨이 차 오를 만큼달려주는 나의 가슴이왠지 나 쉽지만은 않아 재밌죠겁내지마라 let it go보다 더 나은 내일로le le le le let's go내 눈빛에 빛나는 별들로내 심장속을 태우는 저 불빛도영원하진 않겠지but 잃을건 없지oh oh ye난 미미미미미미 미치고 싶어더 빨리 뛰뛰뛰뛰뛰뛰뛰 뛰고 싶어저 높은 빌딩위로저 푸른 하늘위로크게 소리리리리리리릴 치고싶어소리질러Eh eh eh eh eh eh ehh to anyoneEh eh eh eh eh eh ehhyou gotta ring the alarmEh eh eh eh eh eh ehwe twenty oneEh eh eh eh eh eh oh머리가 찰랑찰랑찰랑찰랑 대도록엉덩일 살랑살랑살랑살랑 흔들어머리가 찰랑찰랑찰랑찰랑 대도록엉덩일 살랑살랑살랑살랑 흔들어 uh미미미미미미 미치고 싶어더 빨리 뛰뛰뛰뛰뛰뛰뛰 뛰고싶어저 높은 빌딩위로 저 푸른 하늘위로크게 소리리리리리리릴 치고싶어언제나 오늘처럼 난 자유롭고싶어
2009,SUPER JUNIOR (슈퍼주니어),"쏘리 쏘리 (Sorry, Sorry)","- 쏘리 쏘리 (Sorry, Sorry) -Sorry Sorry Sorry Sorry내가 내가 내가 먼저네게 네게 네게 빠져빠져 빠져 버려 babyShawty Shawty Shawty Shawty눈이 부셔 부셔 부셔숨이 막혀 막혀 막혀내가 미쳐 미쳐 baby바라보는 눈빛 속에눈빛 속에 나는 마치나는 마치 뭐에 홀린 놈이젠 벗어나지도 못해걸어오는 너의 모습너의 모습 너는 마치내 심장을 밟고 왔나봐이젠 벗어나지도 못해어딜 가나 당당하게웃는 너는 매력적착한 여자 일색이란생각들은 보편적도도하게 거침 없게정말 너는 환상적돌이킬 수 없을만큼네게 빠져 버렸어Sorry Sorry Sorry Sorry내가 내가 내가 먼저네게 네게 네게 빠져빠져 빠져 버려 babyShawty Shawty Shawty Shawty눈이 부셔 부셔 부셔숨이 막혀 막혀 막혀내가 미쳐 미쳐 baby딴딴 딴따다 따 따란딴딴딴 딴따다 따네게 반해버렸어 baby딴딴 딴따다 따 따란딴딴딴 딴따다 따 따라빠빠라Hey girl gir gir gir gir gir girlI 눈만뜨면 니 생각 Hey girl자나깨나 사실 너 하나 밖에 안보여말해봐 니 맘에 내가말해봐 자리 잡았는지말해줘 내게 말해줘나는 바보 바보 바보주변 사람들은 말해내가 너무 적극적이 세상에 그런 사람어디 한둘이냐고그걸 몰라 그녈 몰라시기하며 하는 말내가 부럽다면 그건그대들이 지는 거Sorry Sorry Sorry Sorry내가 내가 내가 먼저네게 네게 네게 빠져빠져 빠져 버려 babyShawty Shawty Shawty Shawty눈이 부셔 부셔 부셔숨이 막혀 막혀 막혀내가 미쳐 미쳐 baby딴딴 딴따다 따 따란딴딴딴 딴따다 따네게 반해버렸어 baby딴딴 딴따다 따 따라라라딴딴 딴따다 따 따라빠빠라Let's dance dance dance danceLet's dance dance dance danceLet's dance dance dance dancedance danceHey 이제 그만 내게 와줄래정말 미칠 것만 같아 yeah난 너만 사랑하고 싶어절대 다시 한눈 팔 생각 없어 hey애인이라기보다 친구같은내가 되고 싶어너의 모든 고민 슬픔함께 간직하고파다시 없을 만큼 만큼너를 너무 사랑해내가 바란 사람 니가 바로 그that that that girlSorry Sorry Sorry Sorry내가 내가 내가 먼저네게 네게 네게 빠져빠져 빠져 버려 babyShawty Shawty Shawty Shawty눈이 부셔 부셔 부셔숨이 막혀 막혀 막혀내가 미쳐 미쳐 baby"
2009,BIGBANG (빅뱅),Lollipop,Lolli Lolli Oh Lollipop  Lolli Lolli Oh Lolli Lollipop  Lolli Lolli Lollipop Oh  넌 나의 Lollipop  Lolli Lolli Lollipop Oh  Lolli Pop Pop  Lolli Lolli Lollipop Boy  넌 나의 Lollipop  Lolli Lolli Lollipop Oh  Lolli Pop Pop  막대사탕보다 더 달콤한  내 마음은 터질듯한  Dynamite  난 깔끔한 남자 T O P  내사랑  Bling Bling like L E D  그댄 딱 내 스탈야  반짝반짝 스타야  색다른걸 원해  Let me show you if that's okay  Now come on 색깔은  Rainbow  날 느낀 순간 넌  빠져버린걸 알아  You just can't control  날 사로 잡은 건  너와 나만이 아는 우리 둘의  Secret light  Lolli Lolli Lollipop  달콤하게 다가와  Lolli Lolli Lollipop  내게 속삭여줘  Lolli Lolli Lollipop  상큼하게 다가와  Lolli Lolli Lollipop  너를 원하잖아  Lolli Lolli Lollipop Girl  넌 나의 Lollipop  Lolli Lolli Lollipop Oh  Lolli Pop Pop  날 설레게 하는  너의 Body 너의 Move  이미 네 시선을 가둬버린 나의  Groove 식상함들은  매일 날 지치게 해 Let's just keep You and I F R E S H Now come on 색깔은  Rainbow 날 느낀 순간 넌  빠져버린걸 알아 You just in control 날 사로 잡은 건 너와 나만이 아는 우리 둘의 Secret Light Lolli Lolli Lollipop 달콤하게 다가와 Lolli Lolli Lollipop 내게 속삭여줘 Lolli Lolli Lollipop 상큼하게 다가와 Lolli Lolli Lollipop 너를 원하잖아 Lolli Lolli Lollipop boy 넌 나의 Lollipop Lolli Lolli Lollipop Oh Lolli Pop Pop 한 순간의 느낌이 아냐 지금 두 눈을 감아도 넌 내 앞에 서있는걸 내가 바라던 그게 너야 그냥 이대로  너와 나 저 불빛아래 Lolli Lolli Lollipop 달콤하게 다가와 Lolli Lolli Lollipop 내게 속삭여줘 Lolli Lolli Lollipop 상큼하게 다가와 Lolli Lolli Lollipop 너를 원하잖아 Lolli Lolli Lollipop oh 넌 나의 Lollipop Lolli Lolli Lollipop Oh Lolli Pop Pop Lolli Lolli Lollipop oh 넌 나의 Lollipop Lolli Lolli Lollipop Oh Lolli Pop Pop
2009,아웃사이더,외톨이,상처를 치료해줄 사람 어디 없나가만히 놔두다간 끊임 없이 덧나사랑도 사람도 너무나도 겁나혼자인 게 무서워난 잊혀 질까 두려워상처를 치료해줄 사람 어디 없나가만히 놔두다간 끊임 없이 덧나사랑도 사람도 너무나도 겁나혼자인 게 무서워난 잊혀 질까 두려워언제나 외톨이 맘의 문을 닫고슬픔을 등에 지고 살아가는 바보두 눈을 감고 두 귀를 막고캄캄한 어둠 속에 내 자신을 가둬365일 일년 내내방황하는 내 영혼을 쫓아키를 잡은 Jack Sparrow몰아치는 Hurricane졸라매는 허리끈에 방향감을 상실하고길을 잃은 소리꾼내 안에 숨어있는 또 다른 나와 싸워그녀가 떠나갈 때 내게 말했었지너는 곁에 있어도있는 게 아닌 것 같다고만지면 베어버리는 칼날 같은 사람심장이 얼어붙은 차가웠던 사랑그래 1분 1초가 사는게 사는게 아냐매일 매일이 너무나 두려워M'aider 누가 날 좀 꺼내줘언제나 외톨이 맘의 문을 닫고슬픔을 등에 지고 살아가는 바보두 눈을 감고 두 귀를 막고캄캄한 어둠 속에 내 자신을 가둬언제나 외톨이 맘의 문을 닫고슬픔을 등에 지고 살아가는 바보두 눈을 감고 두 귀를 막고캄캄한 어둠 속에 내 자신을 가둬아무도 모르게 다가온이별에 대면했을 때또 다시 혼자가 되는 게 두려워외면했었네꿈에도 그리던 지나간 시간이다시금 내게로 되돌아오기를바라는 간절한 맘으로밤마다 기도했었네시위를 당기고 내 손을 떠나간추억의 화살이 머나먼 과녁을 향해서한없이 빠르게 날아가내게로 돌아와 달라고내 손을 붙잡아 달라고부르고 불러도 한없이 소리쳐 대봐도아무런 대답이 없는 널내 기억 속에서너라는 사람의 존재를 완전히 지우려끝없이 몸부림 쳐봐도매일밤 꿈에서 그대가 나타나흐르는 눈물을 닦아주는걸나 어떡하라고 다 끄떡없다고거짓말하라고 더는 못 참겠다고나도 아플 땐 아프다고슬플 땐 슬프다고얼어붙은 심장이자꾸만 내게로 고자질해정말로 끝이라고 정말로 괜찮다고꾹 참고 참았던 눈물이자꾸만 내게로 쏟아지네상처를 치료해줄 사람 어디 없나가만히 놔두다간 끊임 없이 덧나사랑도 사람도 너무나도 겁나혼자인 게 무서워난 잊혀 질까 두려워상처를 치료해줄 사람 어디 없나가만히 놔두다간 끊임 없이 덧나사랑도 사람도 너무나도 겁나혼자인 게 무서워난 잊혀 질까 두려워언제나 외톨이 맘의 문을 닫고슬픔을 등에 지고 살아가는 바보두 눈을 감고 두 귀를 막고캄캄한 어둠 속에 내 자신을 가둬언제나 외톨이 맘의 문을 닫고슬픔을 등에 지고 살아가는 바보두 눈을 감고 두 귀를 막고캄캄한 어둠 속에 내 자신을 가둬
2009,다비치,8282,만나지 말잔 내 말연락도 말란 내말너 진짜 그대로 할거니그게 아닌데이대로 끝일까봐널 영영 잃을까봐점점 더 맘이 불안해져너무 슬퍼져정이 뭔지 밉다가도 그리워너없인 못살아Gimme a call Baby Baby지금 바로 전화줘Gimme a call Baby Baby매일 날 기다려사랑한다고 사랑한다고문자라도 남겨줘날 울리지마어디서 뭘 하길래얼마나 바쁘길래혹시 너 일부러 안받니난 줄 알면서벌써 날 잊은거니마음을 접은거니날 두고 니가 설마 설마 자꾸 눈물나정이 뭔지 사랑보다 무서워지우기 힘들어Gimme a call Baby Baby지금 바로 전화줘Gimme a call Baby Baby매일 날 기다려사랑한다고 사랑한다고문자라도 남겨줘날 울리지마Call me Tell me hold me아니라고Call me Tell me hold me가면안돼Gimme a call Baby Baby다시 나를 찾아줘Gimme a call Baby Baby할말이 있는 걸너를 사랑해 너무 사랑해너를 향해 소리쳐널 기다릴게Call me Tell me hold me아니라고Call me Tell me hold me돌아와줘
2009,케이윌,눈물이 뚝뚝,눈물이 뚝뚝가네요점점 멀어지네요가네요점점 작아지네요가네요그댈 좀 더 보고 싶은데좀 더 기억하고 싶은데자꾸 번져가네요널 사랑해소리쳐서 불러보고 싶어사랑해웃으면서 보낼 수가 없어미안해뒤돌아 봐줄 수 없겠니사랑하니까하루라도 멀어질 수 없어내 맘을 알잖아제발 돌아봐줘요 제발아나요눈물 흘리는 날 아나요그냥 서있는 걸 아나요내 모습이 이래요널 사랑해소리쳐서 불러보고 싶어사랑해웃으면서 보낼 수가 없어미안해뒤돌아 봐줄 수 없겠니사랑하니까하루라도 멀어질 수 없어내 맘을 알잖아제발 돌아봐줘요 제발 다시 내게죽을 만큼 아픈 것 조차지금 나는 느낄 수도 없어오직 돌아보기만 바래기다릴게이 자리에 멈춘 채로 널 기다릴게한걸음도 움직이지 않고너만을 기억하고 또 기억할게사랑하니까한 순간도 잊지 않을 거야내 맘을 알잖아제발 돌아봐줘요제발 다시 내게
2009,다비치,사고쳤어요,말해버렸어 사랑한단말그만 고백해버렸어너의 뒤에서 사랑한단말그말 입밖에 내버렸어영원히 내마음숨기려고 했는데나홀로 사랑은 너무아파혼자서 꿈꾸고바라고 바라보고그건 너무 힘든데어쩌지 내 가슴이이렇게 결국 사고를 치나봐사랑은 안돼 난 안돼아무리 막아서 봐도아플 줄 알면서도또 대책없이 사고를 치나봐어느새 널 향해내 가슴이 사랑을 저질러 버렸나봐다시는 사랑은 안하려고 했는데뒤에 올 상처가 너무아파누군갈 원하고 그리고 기다리고그건 너무 힘든데어쩌지 내가슴이 이렇게결국 사고를 치나봐사랑은 안돼 난 안돼아무리 막아서 봐도아플 줄 알면서도또 대책 없이 사고를 치나봐어느새 널 향해내 가슴이 사랑을 저질러 버렸나봐자꾸만 겁이나 너무 아파 질까봐이젠 다시 쓸 수도 없게가슴이 깨어지고 부서질까봐어쩌지 내눈물이또 눈치없이 말썽을 피나봐울기는 싫어 다 싫어아무리 참아 내봐도널 데려 와 달라고보고싶다고 말썽을 피나봐내게는 단한번 눈길조차안주는 너인줄도 모르고
2009,티아라,TTL (Time To Love),can't stop we won't stopcan't stop we won't stopye U know we don't stopI just want you back좋은 사람 너는 내게 첫사랑사랑을 가르쳐 준 사람Never Forget YouI Remember You기억해 너 하나만혹시나 너를 볼까 니가 사준 옷을 입고니가 좋아하던 짧은 머리를 하고너와 함께 걷던그 길을 지나 가기 위해서굳이 먼길을 돌았어혹시 니가 있을까봐전화번호도 아직 그대로혹시 나를 찾아 올까봐 집도 그대로내 미니홈피 속에 너와 듣던 노래뿐혹시 니가 올까봐 다시 돌아 올까봐우리는 아직 잊지 못했는데우리는 아직 서로 원하는데우린 아직 사랑 하는데엇갈려사실은 보고 싶은데미치도록 너를 보고 싶은데한없이 널 기다려결국 너를 기다려혹시하고 멈춰서 제자리를 맴도네좋은 사람 너는 내게 첫사랑사랑을 가르쳐 준 사람Never Forget YouI Remember You기억해 너 하나만Yo 혹시나 너를 볼까봐보게 되면 흔들릴까 봐내 맘이 약해질까봐말라 비튼 날 보일까봐너와 함께 걷던그 길을 피하기 위해서굳이 먼길을 돌았어혹시 니가 있을까봐전화번호도 이미 바꿨어혹시 니 생각이 날까 집도 옮겼어하지만 입에선 아직 못한 말이 새혹시 너를 볼까봐 다시 돌아 올까봐우리는 아직 잊지 못했는데우리는 아직 서로 원하는데우린 아직 사랑 하는데엇갈려사실은 보고 싶은데미치도록 너를 보고 싶은데한없이 널 기다려결국 너를 기다려혹시하고 멈춰서 제자리를 맴도네좋은 사람 너는 내게 첫사랑사랑을 가르쳐 준 사람Never Forget YouI Remember You기억해 너 하나만다시 시작해 말하고 싶지만들리지도 또 보이지 않는너를 찾고 있어쏟아지는 장대비를 맞은채우리 처음 만난 그곳으로 가는데자신이 너무나도 한심해 당신의따스했던 자리 아직 가슴에넌 더 견딜 수 있니그럼 나도 조금 더 견딜테니하지만 힘이 좀 들꺼야너무 사랑 했잖아참으려 애를 써봤어도어쩔 수가 없어혹시라도 우연히 널 볼까봐그대가 내 모습 볼까봐거울을 보며 눈물을 감춰혹시나 너 올까봐혹시나 그대 내게 올까봐좋은 사람 너는 내게 첫사랑사랑을 가르쳐 준 사람그대가 내 인생의 첫사랑Never Forget YouI Remember You기억해 너 하나만나 아직 기억해 너 하나만
2009,소녀시대 (GIRLS' GENERATION),소원을 말해봐 (Genie),소원을 말해봐네 마음속에 있는 작은 꿈을 말해봐네 머리에 있는 이상형을 그려봐그리고 나를 봐난 너의 Genie야 꿈이야 Genie야드림카를 타고 달려봐넌 내 옆자리에 앉아그저 내 이끌림 속에 모두 던져가슴 벅차 터져버려도바람결에 날려버려도지금 이 순간 세상은 너의 것그래요 난 널 사랑해언제나 믿어꿈도 열정도 다 주고 싶어난 그대 소원을 이뤄주고 싶은행운의 여신 소원을 말해봐I'm Genie for you boy소원을 말해봐I'm Genie for your wish소원을 말해봐I'm Genie for your dream내게만 말해봐I'm Genie for your world소원을 말해봐지루한 날들이 넌 지겹지 않니평범한 생활에 넌 묻혀버렸니이제 그만 깨어나넌 나의 Superstarshining star superstar심장소리 같은 떨림의 Harley에네 몸을 맡겨봐이제 이 세상은 오직 너의 무대환호소리 같은 파도가내 가슴엔 너의 체온이나는 너의 길 영원한 Biggest fan그래요 난 널 사랑해언제나 믿어꿈도 열정도 다 주고 싶어난 그대 소원을 이뤄주고 싶은행운의 여신 소원을 말해봐I'm Genie for you boy소원을 말해봐I'm Genie for your wish소원을 말해봐I'm Genie for your dream내게만 말해봐I'm Genie for your world소원을 말해봐DJ put it back on그래요 난 널 사랑해언제나 믿어 꿈도 열정도 다 주고싶어난 그대 소원을 이뤄주고 싶은행운의 여신 소원을 말해봐너의 Fantasy를 숨김 없이 말해봐나는 Genie 길을 보여줄게니가 가진 소원 숨김 없이 말해봐너의 Genie 내가 들어줄게소원을 말해봐I'm Genie for you boy소원을 말해봐I'm Genie for your wish소원을 말해봐I'm Genie for your dream내게만 말해봐I'm Genie for your world소원을 말해봐I'm Genie for you boy소원을 말해봐I'm Genie for your wish소원을 말해봐
2009,박효신,사랑한 후에,나의 기억 어딘가에동그마니 숨어 있다울컥 쏟아져 내려 오는 너기나긴 하루 한번쯤 너도나의 모습 떠오르는지사랑이라 부르기엔우린 너무 멀어졌고차마 잊기엔 아직은 너무 일러오늘도 난 사랑과 이별 사이를눈물로 맴돌며숨차게 너를 찾고 있어바보야 어딨니 안가면 안되니너를 보낸 그곳에아직도 난 서있는데머리에 가슴에그 모습이 그리워서또 한 번 숨죽여 운다널 사랑한 후에오랜만에 문을 나서바깥 바람을 만지다덜컥 다가선 외로움에 무너져네 손에 끌려 다니던 정들은 거리너 없는 슬픔에잰걸음으로 집으로 가바보야 어딨니 안가면 안되니너를 보낸 그곳에아직도 난 서있는데머리에 가슴에그 모습이 그리워서또 한 번 숨죽여 운다널 사랑한 후에널 불러보다가뒤돌아 보면그곳엔 널 닮은 추억만이넌 아니 모르니 알면서 그러니여태 잊지 못하고아직 널 기다리는데어떤 날 올거니내 심장이 멈출까봐또 다시 그리워 운다널 사랑한 후에
2009,리쌍,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 우린 삼백만원짜리 중고차로 함께 어디든 다녔지 남부럽지 않게  팔짱을 끼고 한장의 사진에 추억을 담고 밤잠을 설쳐가며 서로를 알아가고 내 꿈은 너의 미래가 되어 우린 서로를 따르는 한쌍의 아름다운 새여 채워져도 부족했던 사랑 다시 태어나도 만나고픈 사람 하지만 세월 앞에서는 역시 서로의 욕심을 이기지 못해 욕실에 홀로 앉아 우는 너의 울음 소리 나를 쏘아보는 눈초리 날이 갈수록 더 해 난 또 이별을 생각해 하루종일 태양은 뜨거운데 니 맘은 얼어있네 누구의 잘못인지 사랑하긴 하는데 Baby 모든게 그대론데 우리는 변해있네 누구의 잘못인지 사랑하긴 하는데 Baby 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 때론 너무나 바빠 너에게 미안해 지갑에 돈을 채우고 시간을 내 티나게 사랑을 표현 못해도 너와 함께 영화를 보고 밥을 먹으면 니 기분이 풀릴거라 여기던  내 생각은 또 빗나가 거리를 거닐며 너에게 장난을 쳐도 진부한 사랑 놀이  사랑은 한때 사랑은 이별과 한패 이별은 사랑을 데리고 가는데 태양은 뜨거운데 니 맘은 얼어있네 누구의 잘못인지 사랑하긴 하는데 Baby 모든게 그대론데 우리는 변해있네 누구의 잘못인지 사랑하긴 하는데 Baby 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 사랑은 한때 사랑은 이별과 한패 이별은 사랑을 데리고 간대 사랑은 한때 사랑은 이별과 한패 이별은 사랑을 데리고 간대 버리면 버려지는게 사랑이라면 얼마나 좋을까 모두 꿈인데 니 손을 잡은 건 원하면 얻어지는게 사랑이라면 얼마나 좋을까 모두 꿈인데 나는 벗어나지 못하네 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no 헤어지지 못하는 여자 떠나가지 못하는 남자 사랑하지 않는 우리 그래서 No no no no no no No no no No no no No no no No no no Oh yeh사랑에 묶이는 남자는약해 빠진걸까사랑을 굶기는 남자는무능력한걸까비밀을 숨기는 남자는나 뿐인걸까사랑 대체 왜 변하는걸까Yeh
