years,singers,songs,lyrics
1964,Add 4,빗속의 여인 (1964년작),"잊지 못할 빗속의 여인 지금은 어데 있나?  노오란 레인코트에 검은 눈동자, 잊지 못하네  다정하게 미소지며 검은 우산을 받쳐주네~ 나리는 빗방울 바라보며 말없이 말없이 걸었네  잊지 못할 빗속의 여인 그 여인을 잊지 못하네  다정하게 미소지며 검은 우산을 받쳐주네 나리는 빗방울 바라보며 말없이 말없이 걸었네  잊지 못할 빗 속의 여인 그 여인을 잊지 못하네  오~ 잊지 못할 빗 속의 여인 그 여인을 잊지 못하네 잊지 못하네 잊지 못하네 오~ 잊지 못해"
1964,남일해,빨간구두 아가씨,솔솔솔 오솔길에 빨간구두 아가씨똑똑똑 구두소리 어딜 가시나한번쯤 뒤돌아 볼만도 한데발걸음만 하나둘 세며 가는지빨간 구두 아가씨 혼자서 가네밤밤밤 밤길에 빨간구두 아가씨똑똑똑 구두소리 어딜 가시나지금쯤 사랑을 알만도 한데종소리만 하나둘 세며 가는지빨간 구두 아가씨 멀어져가네
1964,박재란,소쩍새 우는 마을,소쩍 소쩍새 울고간 뒤에 나풀나풀 나비가 춤추며 오네두꺼비도 잠 깨어 하품하는데 우리집 고양인 아랫목 차지겨울이 가고 봄이 오면은 아가씨 나들이 핑계도 좋아나물 캐러 간다고 거울 보고 한나절~ 간 주 중 ~쓰름 쓰름 쓰르라미 울고간 뒤에 개구리 합창이 시끄러운데멋쟁이 제비가 도망오는데 우리집 송아진 달콤한 낮잠봄이 가고 여름이 오면 동네 총각 나리들 핑계도 좋아밭갈이 간다고 장기 두고 한나절~ 간 주 중 ~가을 겨울 봄 여름 돌아가는데 우리 동네 물방아 돌리지않네순이네 집 잔칫날 닥아오는데 떡방아 물바아 어디서 찧나지붕에도 새들이 놀러왔지만 방아 소리 멎으니 맥이 풀렸네부지런한 마을로 떠나가 볼까
1964,고봉산,아메리칸 마도로스,무역선 오고가는 부산 항구 제2부두 죄많은 마도로스 이별이 야속트라 닷줄을 감으면은 기적이 울고 뱃머리 돌리며는 사랑이 운다 아~ 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스 꽃물결 넘실대는 부산 항구 제2부두 술취한 마도로스 항구가 무정트라 깃발을 올리며는 기적이 울고 테프가 끊어지면 사랑이 운다 아~ 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스
1964,현미,아빠 안녕,비가 나리네 비가 나리네돌아선 이가슴에그님은 어데 그어느곳에이마음 벗사려 떨어져가도이마음 몹쓸건 미련때문에아 몸부림치며 님을 불렀네이마음 모질게 헤어져가고이마음 몹쓸건 미련때문에아 목놓아 울며 님을 불렀네
1964,오기택,영등포의 밤,궂은~비 하염 없~~~이쏟아지는 영등포의 밤내 가~슴에 안겨오는사랑~의 불~길고요한~ 적막속에빛나던 그대 눈동자아~~~~~~영원히잊지 못할영등포의 밤이~여가슴~을 파고드~~~는추억어린 영등포의 밤영원~속에 스쳐오는사랑~의 불~길흐르는~ 불빛속에아련한 그대의 모습아~~~~~~영원히잊지 못할영등포의 밤이~여
1964,정 시스터즈,워싱턴광장,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1964,남일해,이국땅,하룻밤 뱃길이면 가고 오건만못 가는 이국땅에 서러움이 많아현해탄 파도 위에 비친 저 달아찢어진 문틈으로 어머님 얼굴에도아 아 비치어다오꿈길은 수륙만리 고국 이건만싸늘한 벼겟머리 언제나 이국현해탄 파도 위에 부산항 찾아그 누가 떠났길래 저 멀리 남은 연기아 아 나를 울리네
1964,위키리,저녁 한때 목장풍경,끝없는 벌판 멀리 지평선에 노을이 물들어 오면 외로운 저 목동의 가슴 속엔 아련한 그림움 솟네뭉게 구름 저편 산 넘어로 기러기떼 나르고양떼를 몰고 오는 언덕길에 초생달 빛을 뿌리면구슬픈 피리 소리 노래 되어 쓸쓸이 메아리치네끝없는 벌판 멀리 지평선에 노을이 물들어 오면 외로운 저 목동의 가슴 속엔 아련한 그림움 솟네뭉게처럼 저 편 산 넘어로 기러기
1964,최희준,진고개 신사,미련없~이 내~~뿜는담배 연기속에아련히 떠오~르는그~~ 여인의 얼굴을별~마~다 새겨보~는별~마다 새겨보는아~ ~ ~진고개 신~~사헝크러~진 머~~리를쓸어 올~리며언젠가 들려~주던그~~ 여인의 노래를소리없~이 불러보~는소리없이 불러보는아~ ~ ~진고개 신~~사
1964,남일해,첫사랑 마도로스,푸르른 달빛이 파도에 부서지면파이프에 꿈을 실은 첫사랑 마도로스배귀에 기대서면 그 날 밤이 그립구나항구마다 정을 두고 떠나온 사나이그래도 첫사랑 맺은 님을 잊을 길 없네깨스등 희미한 부두의 그 날 밤에울며불며 잡던 님을 뿌리친 마도로스때 묻은 기름옷에 갈매기가 벗이구나그라스로 맺은 정에 상처만 남기고떠나온 첫사랑 아가씨가 나를 울리네
1964,최양숙,황혼의 에레지,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,조애희,내 이름은 소녀,내 이름은 소녀 꿈도 많고내 이름은 소녀 말도 많지요거울 앞에 앉아서 물어보며는어제보다 요만큼 예뻐졌다고내 이름은 소녀 꽃송이같이곱게 피며는 엄마되겠지내 이름은 소녀 꿈도 많고내 이름은 소녀 샘도 많지요거리 거리 쌍쌍이 걸어가며는내 그림자 깨워서 짝을 지우고내 이름은 소녀 꽃송이같이곱게 피며는 날아오겠지
1965,곽순옥,누가 이사람을 모르시나요 (남과북 주제가),누가 이 사람을 모르시나요 얌전한 몸매에 빛나는 눈 고운 마음씨는 달덩이같이 이 세상 끝까지 가겠노라고 나 하고 강가에서 맹세를 하던 이 여인을 누가 모르시나요 누가 이 사람을 모르시나요 부드러운 정열에 화사한 이 한 번 마음 주면 변함이 없어 꿈 따라 임 따라 가겠노라고 내 품에 안기어서 맹세를 하던 이 여인을 누가 모르시나요
1965,쟈니 브라더스,마포사는 황부자,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,남일해,맨발로 뛰어라,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,쟈니부라더스,맹호들은 간다,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,한명숙,사랑의 송가,바람결에 흔들리는갈대와 같이지금은그대의 마음 변했나영원토록변치말자던 님의 말이지금은이슬같이 사라졌네차라리몰랐던들 몰랐던들이 마음그대생각 않을것을이 마음그대사랑 안할것을차라리몰랐던들 몰랐던들이 마음그대생각 않을것을이 마음그대사랑 안할것을
1965,박재란,산넘어 남촌에는,산너머 남촌에는 누가 살길래 해마다 봄바람이 남으로 오네 아-꽃피는 사월이면 진달래 향기 밀익은 오월이면 보리 내음새 어느것 한가진들 싫어 안오리 남촌서 남풍불 때 나는 좋데나 산너머 남촌에는 누가 살길래 저 하늘 저 빛깔이 그리 고울까 아-금잔디 넓은 벌엔 호랑나비 때 버들밭 실개천엔 종달새 노래 어느것 한가진들 실어안오리 남촌서 남풍불 때 나는 좋-데나 산너머 남촌에는 누가 살길래 해마다 봄바람이 남으로 오네 아-꽃피는 사월이면 진달래 향기 밀익은 오월이면 보리 내음새 어느것 한가진들 싫어 안오리 남촌서 남풍불 때 나는 좋데나
1965,박재란,아나 농부야,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,박일남,아빠의 청춘,이 세상에 부모 마음 다 같은 마음아들 딸이 잘 되라고 행복하라고마음으로 빌어주는 박영감인데노랭이라 비웃으며 욕하지 마라나에게도 아직까지 청춘은 있다원더플 원더플 아빠의 청춘브라보 브라보 아빠의 인생 간 주 중세상 구경 서울 구경 참 좋다만은돈 있어야 제일이지 없으면 산통마음 착한 며느리를 내 몰라 보고황소고집 부리다가 큰 코 다쳤네나에게도 아직까지 꿈이야 있다원더플 원더플 아빠의 청춘브라보 브라보 아빠의 인생
1965,이미자,울어라 열풍,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,윤일로,월남의 달밤,남 남쪽 먼 먼 나라 월남의 달밤 십자성 저 별빛은어머님 얼굴 그 누가 불어주는 하모니카냐 아리랑 멜로디가 향수에 젖네 가슴에 젖네열대어 꼬리치는 사이공 항구 산호등 아롱다롱모래 별이면 카누에 실어보는 그 님의 노래떠나온 수륙만리 아득한 고향 그리운 산천
1965,최희준,위를 보고 걷자,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,진송남,인정사정 볼 것 없다,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,이미자,정동대감,영을 넘고 강을 건너남도 천리를헤어져 그린그님 찾아가는데철없이 따라오는어린 손이 차갑구나자장 자장 잘자거라아가야 잠들어라이슬내려 젖은 길이멀기만 하다사랑찾아 임을 찾아운명의 길을천리라도 만리라도찾아가련다등에 업힌 어린 자식칭얼칭얼 우는데자장 자장 잘자거라아가야 잠들어라눈물에 젖은 길이멀기만 하다
1965,김상국,쥐구멍에도 볕들날 있다,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1965,박재란,진주조개잡이,새파란 수평선 흰구름흐르는 오늘도 즐거워라조개잡이 하는 처녀들흥겨운 젊은날의 콧노래로발을 맞추며부푸른 가슴마다 꿈을담고 파도를 넘어새파란 수평선 흰구름흐르는 오늘도 즐거워라조개잡이 하는 처녀들흥겨운 젊은날의 콧노래로발을 맞추며부푸른 가슴마다 꿈을 담고파도를 넘어새파란 수평선 흰구름흐르는 오늘도 즐거워라조개잡이 하는 처녀들
1965,박재란,행복의 샘터,심심산골 외로이피어있는 꽃인가소박한 너의 모습내 가슴을 태웠네그리움에 날개 돋혀산넘고 물건너꿈을 따라 사랑 찾아나 여기 왔노라외딴곳에 피어난이름없는 꽃인데찾아주는 그대는정녕 나의 님인가어린 가슴에 그리던그사랑이라면반겨 맞아 받드오리따르오리다세상이 넓다해도그대만은 내 사랑소녀의 순정에도그대만이 나의 님무지개 피는 하늘 밑행복의 샘터를둘이 서로 손을 잡고찾아갑시다
1965,이미자,황포돛대,마즈막 석양 빛을 기폭에 걸고흘러가는 저 배는 어데로 가느냐해풍아 비바람아 울지를 마라파도소리 구슬프면 이 마음도 구슬퍼아아아 어데로 가는 배냐어데로 가는 배냐 황포 돛대야순풍에 돛을 달고 황혼 바람에떠나가는 저 사공 고향은 어데냐사공아 말해다오 떠나는 뱃길갈매기야 울지마라 이 마음도 서럽다아아아 어데로 가는 배냐어데로 가는 배냐 황포 돛대야
1966,오기택,고향무정,구름도 울고넘는울고넘는 저 산아래그 옛날 내가 살던고향이 있었건만지금은 어느 누가 살고있는지지금은 어느 누가 살고있는지산골짝엔 물이 마르고기름진 문전옥답잡초에 묻혀있네새들도 집을 찾는집을 찾는 저 산아래그 옛날 내가 살던고향이 있었건만지금은 어느 누가 살고있는지지금은 어느 누가 살고있는지바다에는 배만 떠있고어부들 노래 소리 멎은지 오래일세
1966,최희준,길잃은 철새,무슨 사연이 있겠지무슨 까닭이 있겠지돌아가지 않는길 잃은 철새밤은 깊어서낙엽은 쌓이는데밤은 깊어서낙엽은 쌓이는데흐느끼는 소리만흐느끼는 소리만홀로 살고파 왔을까홀로 울고파 왔을까돌아가지 않는길 잃은 철새가을은 가고겨울은 왔는데도가을은 가고겨울은 왔는데도한숨짓는 소리만한숨짓는 소리만
1966,이금희,날씬한 아가씨끼리,날씬한 날씬한 아가씨끼리정답게 정답게 손을 잡고서충무로 명동길 걸어가면은거리는 환하게 꽃이 핍니다하늘에 애드벨룬 둥실 떴는데우리는 꿈 많은 아가씨에요부풀은 가슴속에 남몰래 꽃피는부끄러운 무지개 꿈 그대는 아세요날씬한 날씬한 아가씨끼리정답게 정답게 손을 잡고서오후의 남산길 걸어가면은하늘엔 꽃구름 흘러갑니다날씬한 날씬한 아가씨끼리정답게 정답게 손을 잡고서충무로 명동길 걸어가면은거리는 환하게 꽃이 핍니다하늘에 애드벨룬 둥실 떴는데우리는 꿈 많은 아가씨에요부풀은 가슴속에 남몰래 꽃피는부끄러운 무지개 꿈 그대는 아세요날씬한 날씬한 아가씨끼리정답게 정답게 손을 잡고서오후의 남산길 걸어가면은하늘엔 꽃구름 흘러갑니다하늘엔 꽃구름 흘러갑니다
1966,이시스터즈,남성금지구역,새장에 카나리아도비리비리 배배 비리비리 배배새파란 하늘을 노래하는데아무리 남성금지구역이라도우리는 이래뵈도 가슴이 부풀은가시나이가 아녜요먹고 싶고 입고 싶고보고 싶은 것도 많지만믿음직한 바지씨는 어디 계신가그리워서 한숨을 쉬고 노랠 불러도허전한 가슴속은 메울 길이 없대요기숙사 코스모스도피고지고 피고 피고지고 피고울타리 너머를 내다보는데아무리 남성금지구역이라도우리는 이래뵈도 꿈만이 가득한가시나이가 아녜요공부하고 시험보고졸업날은 다가오는데그럴싸한 바지씨는 무얼 하실까돌아오는 외출 날에는 한번 만나서어쩌면 그러냐고 따져봐야겠어요
1966,위키리,눈물을 감추고,눈물을 감추고눈물을 감추고이슬비 맞으며나 홀로 걷는 밤길외로움의 젖고 젖어쓰라린 가슴에고독이 넘쳐 넘쳐내 야윈 가슴에넘쳐 흐른다눈물을 감추고눈물을 감추고이슬비 맞으며나 홀로 걷는 밤길외로움에 젖고 젖어쓰라린 가슴에슬픔이 넘쳐 넘쳐내 야윈 가슴에넘쳐 흐른다
1966,진송남,덕수궁 돌담길,비내리는 덕수궁 돌담 장길을우산없이 혼자서 거니는 사람무슨 사연 있길래 혼자 거닐까저토록 비를 맞고 혼자 거닐까밤비가 소리없이 내리는 밤에밤도 깊은 덕수궁 돌담 장길을비를 맞고 말없이 거니는 사람옛날에는 두사람 거닐던 길을지금은 어이해서 혼자 거닐까밤비가 하염없이 내리는 밤에
1966,남상규,동백꽃 피는 고향,고향이 그리워서가고 싶어서밤 깊은 부두가를 찾아 왔건만고동소리 울지 않고뱃길도 막혀동백꽃 피는 고향멀기만 하구나내 고향 울릉도야너 잘 있느냐네 소식 알 길 없어가슴 닳는다내 사랑도 부모님도 안녕하신지동백꽃 피는 고향언제 가려나
1966,문주란,동숙의 노래,너무나도 그님을사랑했기에그리움이 변해서사모친 미움원한 맺힌 마음에 잘못 생각해돌이킬수 없는 죄 저질러 놓고뉘우치면서 울어도때는 늦으리음 때는 늦으리님을 따라 가고픈마음이건만그대따라 못가는서러운 미움저주받은 운명에끝나는 순간임의품에 안기운 짧은 행복에참을수 없이 흐르는뜨거운 눈물음 뜨거운 눈물
1966,쟈니리,뜨거운 안녕,또 다시 말해주오 사랑하고 있다고별들이 다정히 손을 잡는 밤기어이 가신다면 헤어집시다아프게 마음 새긴 그 말 한마디보내고 밤마다 울음이 나도남자답게 말하리라 안녕이라고뜨겁게 뜨겁게 안녕이라고또 다시 말해주오 사랑하고 있다고비둘기 나란히 구구 대는데기어이 떠난다면 보내 드리리너무도 깊이 맺힌 그 날밤 입술긴긴 날 그리워 몸부림 쳐도남자답게 말하리라 안녕이라고뜨겁게 뜨겁게 안녕이라고
1966,조애희,말띠 신부,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1966,이시스터즈,목석같은 사나이,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1966,정원,미워하지 않으리,목숨 걸고 쌓올린 사나이의 첫사랑글라스에 아롱진 그 님의 얼굴피보다 진한 사랑 여자는 모르리라눈물을 삼키며 미워하지 않으리피에 맺힌 애원도 몸부림을 쳐봐도한번 가신 그님이 다시 올소냐사나이 붉은 순정 여자는 모르리라입술을 깨물며 미워하지 않으리
1966,김상국,불나비,얼마나 사무치는 그리움이냐밤마다 불을찾아 헤메는 사연차라리 재가되어 숨진다 해도아아아 너를 안고 가련다불나비 사랑무엇으로 끄나요 사랑의 불길밤을안고 떠도는 외로운 날개한많은 세월속에 멍들은 가슴아아아 너를안고 가련다불나비 사랑
1966,위키리,사랑합시다,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1966,패티김,살짜기 옵서에,~   전   주   중   ~당신 생각에 부풀은 이 가슴 살짜기 살짜기 살짜기 옵서예달 밝은 밤에도 어두운 밤에도 살짜기 살짜기 살짜기 옵서예바람이 불거나 눈비가 오거나 살짜기 살짜기 살짜기 옵서예꿈에도 못잊을 그리운 님이여살짜기 살짜기 살짜기 옵서예~   간   주   중   ~당신 그리워 사무친 이 가슴살짜기 살짜기 살짜기 옵서예외로운 밤에도 쓸쓸한 밤에도살짜기 살짜기 살짜기 옵서예바람이 불거나 눈비가 오거나살짜기 살짜기 살짜기 옵서예잠시도 못잊을 보고픈 님이여살짜기 살짜기 살짜기 옵서예
1966,송춘희,수덕사의 여승,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1966,문주란,아카시아의 마음,아카시아꽃이 시들면은 왜 그런지 슬퍼져    못잊을 사랑의 그림자 꽃잎은 알아줄까    밤비에 흩어지는 흰꽃잎 같이    내 사랑도 허무하게 가 버렸네    아카시아꽃이 다시피면 옛사랑도 잊겠지    못다한 사랑의 괴로움 꽃잎은 알아줄까    이슬비 오는밤에 흰꽃이 피면    내 마음도 쓸쓸하게 눈물 짓네
1966,최희준,엄처시하,열아홉 처녀 때는수줍던 그 아내가첫 아이 낳더니만고양이로 변했네눈 밑에 잔주름이 늘어 가니까무서운 호랑이로 변해 버렸네그러나 두고 보자 나도 남자다언젠간 내 손으로 휘어 잡겠다큰 소릴 쳐 보지만 나는 공처가한 세상 사노라면변할 날 있으련만날이면 날마다 짜증으로 지새는마누라 극성 속에 기가 죽어서눈치밥 세월 속에 청춘이 가네그러나 두고 보자 나도 남자다언젠간 내 손으로 휘어 잡겠다큰 소릴 쳐 보지만 나는 공처가나는 공처가
1966,이시스터즈,울릉도 트위스트,울렁울렁 울렁대는 가슴안고 연락선을 타고가면 울릉도라뱃머리도 신이나서 트위스트 아름다운 울릉도붉게 피어나는 동백 꽃잎처럼 아가씨들 예쁘고둘이 먹다가 하나 죽어도 모르는 호박엿울렁울렁 울렁대는 처녀가슴 오징어가 풍년이면 시집가요육지손님 어서와요 트위스트 나를 데려가세요울렁울렁 울렁대는 울릉도길 연락선도 형편없이 지쳤구나어지러워 비틀비틀 트위스트 요게바로 울릉도평생 다가도록 기차 구경 한번 못해보고 살아도기차보다 좋은 비행기는 구경 실컷하며 살아요싱글벙글 생글생글 처녀총각 영감마님 어서와서 춤을춰요오징어도 대풍일세 트위스트 사랑을 합시다울렁울렁 울렁대는 가슴안고연락선을 타고가면 울릉도라뱃머리도 신이나서 트위스트아름다운 울릉도 붉게 피어나는 동백 꽃잎처럼 아가씨들 예쁘고 둘이 먹다가 하나 죽어도 모르는 호박엿울렁울렁 울렁대는 처녀가슴 오징어가 풍년이면 시집가요육지손님 어서와요 트위스트 나를 데려가세요
1966,최희준,종점,너를 사랑할때 한없이 즐거웠고버림을 받았을때 끝없이 서러웠다아련한 추억 속에 미련도 없다만은너무도 빨리온 인생의 종점에서싸늘하게 싸늘하게 식어만 가는아 내청춘 꺼져가네너를 사랑할땐 목숨을 걸렸었고버림을 받았을때 추억을 생각했다지나간 내 한평생 미련도 없다만은너무도 짧았던 내청춘 종점에서속절없이 속절없이 꺼져만 가는아 한많은 내 청춘
1966,이미자,지평선은 말이없다,어드메 계시온지 보고픈 어머님은얼마나 멀고 먼지 가고픈 내 고향은언제나 눈 감으면 떠오르는 그 모습그리워 불러보는 이름이건만지평선은 말이 없다 대답이 없다드넓은 이 세상에 외로운 우리 남매만나자 헤어지는 뼈저린 슬픈 운명차가운 이국 땅에 쓰러져 간 오빠를가슴이 터지도록 불러보아도지평선은 말이 없다 대답이 없다
1966,문주란,초우,가슴속에 스며드는 고독이 뭄부림칠 때갈길없는 나그네의 꿈은 사라져 비에 젖어우네너무나 사랑했기에 너무나 사랑했기에마음의 상처 잊을 길 없어 빗소리도 흐느끼네
1966,박일남,충청도 아줌마,와도 그만 가도 그만방랑의 길은 먼데충청도 아줌마가한사코 길을 막네주안상 하나 놓고마주 앉은 사람아술이나 따르면서 따르면서내 설움 너의 설움을엮어나 보자서울이고 부산이고갈 곳은 많지만은투술한 사투리가너무도 정답구나눈물을 흘리면서마주 앉은 사람아과거를 털어놓고 털어놓고새로운 새 희망에 살아가 보자
1966,이금희,키다리 미스터 김,키다리 미스터 김은싱겁게 키는 크지만그래도 미스터 김은마음씨 그만이예요세상에 키 크고싱겁지 않은 이없다고 말을 하지만그러나 그 이는그렇지 않아요정말로 멋쟁이예요건들~ 건들~ 걸을~때는~매력이 흘러 넘쳐요키다리 미스터 김에게나 홀랑 반~했어요키다리 미스터 김은언제나 털털이지만그래도 미스터 김이세상에 제일 좋아요제 눈에 안경이이러쿵 저러쿵말씀을 할진 몰라도그 이를 안보곤그런 말 마세요정말로 멋쟁이예요싱글~ 벙글~ 웃을~때는~내 마음 미쳐버려요키다리 미스터 김이없으면 난 못살아요없으면 난 못살아요없으면 난 못살아요
1966,이미자,평양기생,무정터라 한탄말고 욕하지 마소진정으로 임을 위한 거짓말인데행여나 변할까봐 마음 조이며내 낭군 알성급제 빌고 또 비는평양기생 일편단심 변함없다오괴로워도 고달파도 참아주세요이 모두가 임을 위한 거짓들인데행여나 버릴까봐 가슴조이며주야장 긴 긴 밤을 홀로새워도평양기생 일편단심 변함없다오
1966,최희준,하숙생,인생은 나그네길 어디서 왔다가 어디로 가는가 ? 구름이 흘러가 듯 떠돌다 가는 길에 정일랑 두지 말자 미련일랑 두지 말자 ! 인생은 나그네길 구름이 흘러가 듯 정처 없이 흘러서 간다.  인생은 벌거숭이 빈손으로 왔다가 빈손으로 가는가 ? 강물이 흘러가 듯 여울져 가는 길에 정일랑 두지 말자 미련일랑 두지 말자 ! 인생은 벌거숭이 강물이 흘러가 듯 소리 없이 흘러서 간다.
1966,정원,허무한 마음,마른잎이 한 잎 두 잎떨어지던지난 가을날사무치는 그리움만남겨놓고 가버린 사람다시 또 쓸쓸히낙엽은 지고찬서리 기러기울며 나는데돌아온단 그 사람은소식없어 허무한 마음다시 또 쓸쓸히낙엽은 지고찬서리 기러기울며 나는데돌아온단 그 사람은소식없어 허무한 마음
1966,이시스터즈,화진포에서 맺은 사랑,황금물결 아하찰랑대는 아햐정다운 바닷가 정다운 바닷가아름다운 아하화진포에 아하맺은 사랑아 맺은 사랑아꽃 구름이 흘러가는 수평선 저너머푸른 꿈이 뭉게뭉게 가슴 적시면모래껍질 아하줏어모아 아하마음을 수 놓고 마음을 수 놓고영원토록 아하변치말자 아하맹세한 사랑 맹세한 사랑은물결이 아하반짝이는 아하그리운 화진포 그리운 화진포모래 위에 아하새겨놓은 아하사랑의 언약 사랑의 언약흰 돛단배 흘러가는 수평선저 멀리 오색 꿈이 곱게곱게물결쳐오면 모래성을 아하쌓아놓고 아하손가락 걸며 손가락 걸며영원토록 아하변치말자 아하맹세한 사랑 맹세한 사랑
1967,남진,가슴아프게,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1967,박일남,갈대의 순정,사나이 우는 마음을그 누가 아랴바람에 흔들리는갈대의 순정사랑엔 약한 것이사나이 마음울지를 마라아 아 갈대의 순정말없이 보낸 여인이눈물을 아랴가슴을 파고드는갈대의 순정못잊어 우는 것은사나이 마음울지를 마라아 아 갈대의 순정
