years,singers,songs,lyrics
2002,주석,무한대,yeah destiny 테스트니 하며 핑계만 늘어대는 것이 바로 니 베스트니 시작부터 넌 자신에게 패했으니 최선이란 말 어색해 like 김치 얹은 페스츄리 운을 기다리며 자신의 틀에 맞춰하는 노력은 너무나 평범해 지금 네 태도 흐지부지하지 마치 선거 후 휴지조각되는 공약처럼 말이지 sky's limit like B I Gkiss the sky like M E T H and to Red 말도 많고 탈도 많던 지난 세기 어느덧 거쳐 21 세기 Blood to the brovas INC시제는 과거가 아닌 현재 ing 펼쳐나갈 nu era선점하면 배당은 두 배다 빗나간 자 모두 내놔 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 U've got the power ain't nuthin' gonna hold u back yeah yeahU've got the money ain't nuthin' gonna hold u back yeah yeahU've got the power ain't nuthin' gonna hold u back yeah yeahU've got the money ain't nuthin' gonna hold u back yeah yeahyo 한 타를 위한 백만 번의 스윙도 한계를 뛰어넘어 키넘어 홈런되야 의미 있고 모두가 믿고 있던 고진감래 그만 잊고 스스로 개척해봐 발을 딛고 blah blah blah 말도 많다 내가도맡아 불평하는자 모두 입다물게하고싶다 뒤쳐진 사고방식은 No넌 아직도 CD 난 이미 DVD and flat TV 어젯밤 꿈에서 본 포메이션 실현가능한 나만의 헤비 로테이션 현실화시켜주는 최고 협력자 중 한명인 비디오의 디렉터 서막대기 Kampfer Throw yo hans upget yo hands up 가능성을 향해 모두 두 손을 뻗어 money power and respect 더 멀리더 빨리 더 높이 벽을 넘어 다음으로 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 더 멀리 멀리 더 빨리 빨리 한계를 뛰어넘어 더 높이 높이 더 멀리 멀리 더 빨리 빨리 money power and respect 더 높이 높이 U've got money ah doughU've power oh no Ain't nuthin' gonna hold u back no U've got money ah doughU've power oh no ain't nuthin' gonna hold u back yeah yeahU've got money ah doughU've power oh no ain't nuthin' gonna hold u back yeah yeahU've got money ah doughU've power oh no Ain't nuthin' gonna hold u back no
2002,핑클 (Fin.K.L),영원,이제는 다시는 돌아올수가 없는 먼곳에 그녀를 보낸 네마음 떠나간 그녀를 놓아주기엔 시간이 부족했던걸 알지만 난 슬퍼져 시간이 지나가면 모두 잊혀진다는 그말 틀린 애기는 아니겠지 너도 그녈 잊을수 있겠지 난 너를 기다릴게 네 마음 문을 열고 네가 오기를 내게 와주기를 언제나 나 그래왔듯이 넌 그냥 내게로 와 쉽진 않겠지만 눈물로 채운 지난 기억 모두 내곁에 잠들수 있게 그렇게 그립니 아직도 울고 있니 모두 다 주어도 모자란거니 난 이렇게 사랑해도 가질수가 없는 네맘을 원망하며 돌아서봐도 나 역시 널 잊을수 없어 난 너를 기다릴게 네 마음 문을 열고 네가 오기를 내게 와주기를 언제나 나 그래왔듯이 넌 그냥 내게로 와 쉽진 않겠지만 너만을 위해 살고 있는 나를 기억해 혼자 아닌 둘이면 무엇도 두렵지는 않아 네가 곁에 있어 영원히 난 기다림의 끝에 네가 오는 날에 누구보다 더 환한 모습으로 말할게 널 사랑한다고
2002,김장훈,미안해,참 많은 눈이내렸었지처음 널 만났던어느 겨울밤머리위엔 눈꽃송이쌓여만 가고추운줄도 모른채걷기만 했지내게 어울릴것 같다며수줍게 내민터틀넥 스웨터우습게도널 보내러 가는시간앞에잘 보이고 싶은 마음에옷을 꺼내네미안해널 보낼 자신이 없어너무 많은추억이 있는데잘 살아요 멋있는 말수없이 연습했지만바보처럼 눈물만 흘러미안해바로 어제일인것 같아뭐가 그렇게좋았었는지매일 매일 밤을 새워전화를 하고눈을 뜨면 너의 집앞에찾아갔던 나미안해널 보낼 자신이 없어나 살아온이유는 너인걸너의 행복혼자 남아 비는내 모습 두려워내 얼굴엔 내 이름엔 니가 있는데널 보낼 자신이 없어너무 많은추억이 있는데잘 살아요 멋있는 말수없이 연습했지만바보처럼눈물만 흘러널 보낼 수 없을것 같아가지마
2002,문희준,아낌없이 주는 나무 (Generous...),그대에게 하고픈 말사랑해요사랑한단 말 뿐이죠왜 못 듣죠내가 한 말우리 서로 다른 길에서있는 거겠죠안돼 안돼 왜 아파만 해요난 아무것도그대의 모든걸해줄 수가 난 없는데오직 나만이 당신을안아줄 수가 없는 걸내가 할 수 있는 것이아무것도 없는 비참한앙상한 가지의 초라한 보잘것 없는 나의 존재앙상한 마른 나일뿐항상 너의 뒤에서항상 너의 뒤에서그립겠죠그대 눈에 내가비춰보이던 그때가A time for us커져만 가는비참한 현실 go꺼져만 가는잿빛의 불씨 나의 존재a time for us그대에겐내가 보이나요난 아무것도보이지 않는 걸나의 마음 그리고 나그리워요 그리워요 그대 눈에내가 비춰 보이던 그때사랑해요 사랑해요 그대 내겐나의 마지막사랑이겠죠
2002,봄여름가을겨울,화해연가 (和解戀歌),그대여 날좀봐요계속 토라져있을 건가요용기내어 다가가는 날버려두진 않겠죠그대여 웃어봐요그댄 웃는 모습이 귀여워요시간이 이렇게 흐르면 우리는후회하고 말꺼야내말 들어봐요잊었나봐요우리가 처음 만난 날을세상은 온통핑크빛 구름 위 였었죠힘이 들땐 위로하고서로 그리워하던그때로 우리 잠깐돌아가보도록 해요알아요나도 이러고싶진 않아요하지만 그대의무뚝뚝한 모습을 보면난 아무말도 못하겠어요넌 내 반쪽이 아니라전부라 말하던 당신이이런 내모습까지사랑해 줄 순 없는건가요그대여 날좀봐요계속 토라져있을 건가요용기내어 다가가는 날버려두진 않겠죠그대여 웃어봐요그댄 웃는 모습이 귀여워요시간이 이렇게 흐르면 우리는후회하고 말꺼야내말 들어봐요잊진 않겠죠우리가 했던 약속들을세상 끝까지변치말고 행복하자던용서하며 사는 것이인생 아니던가요그대여 고개들어같은 곳을 바라봐요알아요 자기가하는 말이 무엇인지하지만 나도 내맘을어떻게 할 수 없을 때가 있어요때로 눈물을 흘리고자존심이 상하기도 한다구요이런 내모습까지따스히 감싸주면 좋을텐데그대여 날좀봐요계속 토라져있을 건가요용기내어 다가가는 날버려두진 않겠죠그대여 웃어봐요그댄 웃는 모습이 귀여워요시간이 이렇게 흐르면 우리는후회하고 말꺼야 내말 들어봐요그대여 날좀봐요계속 토라져있을 건가요용기내어 다가가는 날버려두진 않겠죠그대여 웃어봐요그댄 웃는 모습이 귀여워요시간이 이렇게 흐르면 우리는후회하고 말꺼야그대여 날좀봐요계속 토라져있을 건가요용기내어 다가가는 날버려두진 않겠죠그대여 웃어봐요그댄 웃는 모습이 귀여워요
2002,박지윤,난 사랑에 빠졌죠,나 내가 왜 이러죠정말 이상하죠그대가 없인하루가 너무 길어요날 사랑한 사람은많이 있었지만언제나 내겐귀찮은 일이었는데사랑을 받는것만익숙했던 나그대 내게 뭘했길래내가 달라질까나조차 궁금하지만난 사랑에 빠졌죠나밖에 모르던그 못된 내가나보다 그댈 생각해요한사람에게만이렇게 하려고그랬나봐요아껴둔 내 맘을받아요나 어제는 말예요관심도 없었던남자 옷들을고르는 날 발견했죠꼭 배우지 않아도사랑은 이렇게날 바꾸네요그대만 생각하게사랑을 받는것만익숙했던 나이젠 모두 주고 싶어그대에게만은그대도 나와 같나요난 사랑에 빠졌죠나밖에 모르던그 못된 내가 나보다그댈 생각해요한 사람에게만이렇게 하려고그랬나봐요아껴둔 내 맘을받아요이별이나 말은 없겠죠oh baby나에겐 첫사랑인데혹시 이 사랑이 깨지면이젠 나는 다시는 사랑을못하게 될지도난 몰라요 난 난사랑에 빠졌죠 사랑에 사랑에 나밖에 모르던 그러던 내가그 못된 내가나보다 그댈 생각해요그래요그대에게만 그대에게만 이러려고 그랬나요 오아껴둔 내 맘을 받아요난 사랑에 빠졌죠나밖에 모르던 나보다 그댈 생각해요
2002,불독 맨션,Buenos Aires,네번의 기내식과지루한 미국영화를 본 난적도를 지나며설레는 맘에 창밖을 봐저 언덕과 들판 위내 눈이 머문 곳에나의 그대가 손 흔들고 있네요라따따라따따 baby오후의 열기와뿌연 먼지 바람 속의 난따가운 햇살과낯선 도시의 향기를 느껴저 언덕과 들판 위내 눈이 머문 곳에나의 그대가 손 흔들고 있네요라따따라따 따따라저 태양과 시간 속내 맘이 머문 곳에나의 그대와 손을 잡고 있겠죠라따따라따따 baby잠 siesta 휴일 fiesta그 곳에 난 잠들고 싶어파란 저 언덕과 이 들판 위어딘가의 나의 그대가손 흔들고 있네요 라따따라 따라타오른 저 태양과 이 시간 속어딘가의 나의 그대와손을 잡고 있겠죠 라따따라 따따
2002,김동률,다시 사랑한다 말할까,마치 어제 만난 것처럼 잘있었냔 인사가 무색할 만큼 괜한 우려였는지 서먹한 내가 되려 어색했을까 어제 나의 전활 받고서 밤새 한숨도 못 자 엉망이라며 수줍게 웃는 얼굴 어쩌면 이렇게도 그대로일까 그땐 우리 너무 어렸었다며 지난 얘기들로 웃음짓다가 아직 혼자라는 너의 그 말에 불쑥 나도 몰래 가슴이 시려 다시 사랑한다 말할까 조금 멀리 돌아왔지만기다려왔다고 널 기다리는게나에게 제일 쉬운 일이라 시간이 가는 줄 몰랐다고 다시 사랑한다 말할까 여전히 난 부족하지만받아주겠냐고 널 사랑하는게내삶에 전부라 어쩔 수 없다고 말야 그땐 사랑인줄 몰랐었다며 가끔 내 소식을 들을때마다 항상 미안했단 너의 그 말에 불쑥 나도 몰래 눈물이 흘러 다시 사랑한다 말할까 언젠가는 내게 돌아올운명이었다고 널 잊는다는 게 나에게 제일 힘든 일이라 생각 조차 할 수 없었다고 다시 사랑한다 말할까 좋은 친구처럼편하게 받아주겠냐고 다시 태어나도널 사랑하는게 내 삶에 이유란 말야 다시 사랑한다 말할까 조금 멀리 돌아왔지만기다려왔다고 널 기다리는게 나에겐 제일 쉬운 일이라 시간이 가는 줄 몰랐다고 다시 사랑한다 말할까 여전히 난 부족하지만 받아주겠냐고 널 사랑하는게내삶에 전부라
2002,홍경민,그녀의 매력 (Disco),청바지에 흰 티파란 운동화에윤기나는 검은 긴 머리청순한 외모에톡톡 튀는 말투나는 네게 반해 버렸고그런 너를 보며무슨 말을 할까망설이고 있는 나에게너는 말했었지남자가 속 좁게뭘 그렇게 망설이냐고할 말이 없어그냥 널 봤어넌 내가 맘에 든다했었지적당히 순수한내 모습이 좋아매력 있다며한번 사귀어보자 했지뭐야 세상이 변했어여자가 먼저 프로포즐해자존심 상하는데 이상하게 더 끌려당당한 니 모습이 왠지 매력있어좋아 한번 사귀어보자 내 맘을 이미 뺏어갔으니누가 먼저면 어때좋으면 그만이지사랑에 무슨 격식이 필요하겠어난 난 네게 반했어정말 넌 매력있어솔직한 그 모습난 난 네게 반했어난 너의 매력에 빠졌나봐너를 보는 순간넋이 나간 채로뚫어지게 너만을 봤어그런 나를 보고처음 건넨 말이예쁜 여자 첨 보냐했지순간 당황해서얼굴 붉어진 채애써 딴청하려 하는데너는 말했었지농담한 걸 갖고뭘 그렇게 당황하냐며할 말이 없어그냥 널 봤어넌 내가 맘에 든다했었지적당히 순수한내 모습이 좋아매력 있다며한번 사귀어보자 했지뭐야 세상이 변했어여자가 먼저 프로포즐해자존심 상하는데이상하게 더 끌려당당한 니 모습이 왠지 매력있어좋아 한번 사귀어보자내 맘을 이미 뺏어갔으니누가 먼저면 어때좋으면 그만이지사랑에 무슨 격식이 필요하겠어난 난 네게 반했어정말 넌 매력있어솔직한 그 모습난 난 네게 반했어난 너의 매력에 빠졌나봐
2002,김현정,단칼 (Dance),뭐가 매일 바빠서 전화도 꺼 있는거야 늘어가는 변명들 넌 너무 어색해 또 짧아져가는 늦은 밤 너의 연락에 난 요즘 들어 달라진 널 느끼고 있어 너의 안에 가시돋힌 그 말을 꺼내서 나를 찔러 버릴듯 말해봐 그래 니가 좋아하던 긴머리를 짧게 자르고 오랫동안 함께 한 시간도 잘라버리고 너를 위해 길들여진 나를 지워버리고 니가 원한게 이별이라면 우리는 여기까지야너의 안에 칼날같은 그 말을 꺼내서 나를 베어 버릴듯 말해봐 그래 내가 끼워 줬던 반지 멀리 던져버리고 너와 내가 꿈꾸던약속도 끊어버리고우리 서로 사랑했던 것도없던 일처럼니가 원한게 이별이라면우리는 여기까지야너의 말에 찔려서 깊고 깊게 베어진아픈 상처들을 난 보이기 싫어그래 니가 좋아하던긴머리를 짧게 자르고오랫동안 함께 한시간도 잘라버리고너를 위해 길들여진나를 지워버리고니가 원한게 이별이라면우리는 여기까지야
2002,리치,"사랑해, 이 말 밖엔...",그렇게 싫었니 웃는 날 보며 말할 만큼 너무 갑자기라 눈물도 놀라 흐르지 않나 봐 보내주고 싶은데 널 위해 그래야 하는데 So I got say good bye 네가 없는 내 모습 걱정이 돼서 너무 잘 알아서 쉽지가 않아 나를 봐 어쩌면 늦었겠지만 니 마음은 저만치 가버렸겠지만 그래도 한번만 내 얘길 들어 줄래 I don't cry never cry 눈물은 보이지 않을게 늘 너에게 부족했었기에 미안함 뿐인걸 Still with me Still with you 이대로 널 보낼 순 없어 단 하루라도 내게 기횔 줘 널 지킬 수 있도록 다 잊고싶은데 그래야 나도 편할 텐데 늘 함께 있어도 그립던 너를 하루도 비워낼 자신이 없어 지금이 끝인 걸 알고 있지만 그 어떤 말도 너에게는 소용없겠지만 그래도 한번만 내 얘길 들어줄래 I don't cry never cry 눈물은 보이지 않을게 늘 너에게 부족했었기에 미안함 뿐인걸 Still with me Still with you 이대로 널 보낼 순 없어 단 하루라도 내게 기횔 줘 널 지킬 수 있도록 잡아야만 해 하지만 이젠 내 마음을 어쩔 수 없어 네가 없는 세상을 한번도 생각한적 없어 사랑해 사랑해 난 이말 밖에 못하지만 그 수많은 날을 너만 보며 살아 왔었잖아 미안해 하지만 이렇게라도 잡고 싶어 단 하루라도 내게 기횔 줘 그럴 수 만 있다면 Baby just say I love you
2002,은지원,Now,Now that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe did날 봐 어딜 쳐다봐지금부터 하는 내 말깊이 새겨 제발듣는 척 마는 척 싫어하는 척내 눈을 속여도 내겐 안 통해너 한낱 허영에 눈이 멀어서이런 애 저런 애보다 네눈에 차는 애또 고르고 있지내 말이 맞지하지만 소용없어넌 결국 내꺼지널 알지 trick 척 보면 척누가 좀 더 나을까 또 재는 널눈치 코치 그래봤자 백치허영심 가득한 내숭의 극치뭘 또 바래 이제 그만 바래그깟 조건 뭘해 come on진실을 볼래 자 눈을 떠이제 정신 차려야 돼네 인생을 바꿔줄게내 품에 와Now that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe did높은 곳을 바라봐야눈만 아파 눈만또 이것 저것 따져야나이만 더 먹어고르고 또 골라야 거기서 거기백년도 채 못 돼서 다같이 die이제 그만 결정해 네 마음 가득아주 특별한 꿈을 채워 줄게이런 기횐 다신 없어너를 맞을 준비가 난 다 됐어yes baby찾아봐 어디어디 가봐도 없을 껄나만한 남자 찾아봐 뒤져봐돈이니 명예니널 버릴 수도 있지만너를 평생 배신않고지켜줄 걸 it's mesexy sexy 맵시 맵시어느것도 빠짐없는네게 와 이젠그래 날 믿어믿어 내사랑너를 책임져 줄내 가슴으로 안겨봐 착Now that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe didMove in Kick Move in KickMove in Kick Move in KickMove in Kick Move in KickMove in Kick Move in Kick네가 만났던 그렇게 믿었던너를 쫓던 남자들을 좀 봐사탕발림 유혹 속에네 맘 헌신해야결국에는 헌신짝이되버린건 너야진짜 널 아껴줄 이 나 뿐야진심으로 대해줄 이 나 뿐야날 받아줘 그래 너를 위해서내 몸 부서지게 너한테 잘할게Now that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe didNow that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe didnow that we found lovewhat are we gonna dowe did
2002,박화요비,어떤가요,어떤가요 내곁을 떠난 이후로그대 아름다운 모습 그대로 있나요아직까지 당신을 잊는다는게기억 저편으로 보낸다는게너무 힘이 드는데하루종일 비내리는 좁은 골목길에우리 아끼던 음악이 흐르면잠시라도 행복하죠 그럴때면너무 행복한 눈물이 흐르죠가끔씩은 당신도 힘이 드나요사람들에게서 나의 소식도 듣나요당신곁을 지키고 있는 사람이그댈 아프게 하지는 않나요그럴리 없겠지만이젠 모두 끝인가요정말 그런가요우리 약속했던 많은 날들은나를 사랑 했었나요 아닌가요이젠 당신에겐 상관 없겠죠알고 있어요 어쩔수 없었다는걸나만큼이나 당신도 아파했다는걸이젠 모두 끝인가요정말 그런가요우리 약속했던 많은 날들은나를 사랑 했었나요 아닌가요이젠 당신에겐 상관 없겠죠듣고있나요우습게 들릴테지만난 변함없이 아직도 그대를
2002,신화,I Pray 4 U,잠시 눈을 감고 생각해봤어오래 전 우리들의 약속을 어렸던 나였기에 헤어짐의 의미와 너의 눈물과 아름다운 너의 마음을 난 몰랐었어소중했던 넌 슬픈 눈으로 내게 말했지기억 속의 추억이 될 이곳에서 날 기다리겠다고 I pray 4 U my memories of love넌 어디 있는지 그때처럼 어린 맘으로 널 이렇게 기다리잖아I wish 4 U 네게 못했던 그 말 이제는할 수 있게 됐는 걸 언젠가 다시 만나기를 I pray 4 U From a day one to the nightall day everyday let me tell youwhat I talk aboutEverybody wanna take chipsyall gon' fake thisRun' em out baby girl check 1 2 Yes I want youand I never gon' hurt youmean it for surenever tell a lie and I die for youeverything a nigga touch like spark it많이 변해버린 나의 모습이 예전 같지 않아조금 두려워 어렸던 우리였기에영원할 수 없음과 가슴 아픔과 서로 사랑했던 마음을 난 몰랐었어 너도 많이 변했을까 요정 같던 너단지 변하지 않는 것이 있다면우리 다시 만날 거란 믿음 뿐I pray 4 U my memories of love넌 어디 있는지 그때처럼 어린 맘으로 널 이렇게 기다리잖아I wish 4 U 네게 못했던 그 말이제는 할 수 있게 됐는 걸 언젠가 다시 만나기를 I pray 4 U너무 늦어 버린 건 아닌지 넌 괜찮은 건지괜히 걱정 될 때마다 너를 위해 기도해How many times I have to cryHow many ways I have to try넌 잊어버린 건지 tell me whyI pray 4 U my memories of love넌 어디 있는지 그때처럼 어린 맘으로 널 이렇게 기다리잖아I wish 4 U 네게 못했던 그 말이제는 할 수 있게 됐는 걸 언젠가 다시 만나기를 I pray 4 U my memories of love넌 어디 있는지 그때처럼 어린 맘으로 널 이렇게 기다리잖아I wish 4 U 네게 못했던 그 말이제는 할 수 있게 됐는걸 언젠가 다시 만나기를 I pray 4 U
2002,코요태,애련,Yeah yeah back once agianLive and direct we're ready to party in full effectSo get off your seats if you're ready for moreI want to see boby on the dance floorYo! ready for dance잊으려 잊으려 해도언제나 찾아오는 너의 향기지우려 지우려 해도차갑게 식어가는 너의 눈빛 다시는 나를 찾지마죽어도 나를 찾지마도저히 너를 볼수가 없어 잊으려 잊으려 해도널 잊을수는 없을것만 같아내 가슴 속에 너의 사랑더 커져만 가잖아 그렇게 아~내맘에 너에 사랑 다 채워놓고넌 다른 사랑 찾아갔잖아 어둠속에 사라져 간 멀어지는 널 보며난 소리 질러 불러보지만 Can't get you out of my mind돌이킬수 없이 흘러간 시간 속에 헤매는 나지만왠지 영원한 너와 같이 잊혀지겠지 너와 함께한 이별까지 행복했었어난 너를 보며 사는 이율 알았었는데 되돌아 갈수 없는걸 알고 모질게너를 붙잡진 않았어 지금 이대로 너를 떠나 보내고 나면내 마음 모두 다 이제 지울꺼야 널 위한 나의 사랑 모두 다이제는 버릴테니까잊으려 잊으려 해도내곁에 슬픔만이 남아 있어함께 나눴던 모습들이날 힘들게 하잖아 그렇게 아~내 안에 너의 사랑 가득한데도넌 내품에서 떠나가잖아Pain that i'm trying to fight but Can't hide my feelings inside 흐르는 눈물을 감추려 빗속을 나 홀로 걸어가잊혀지지 않는 기억 가슴만 아파와 한순간에 너에 대한 모든 걸 다 씻어버릴 순 없나 너와 함께한 이별까지 행복했었어난 너를 보며 사는 이율 알았었는데 되돌아 갈수 없는걸 알고 모질게너를 붙잡진 않았어 지금 이대로 너를 떠나 보내고 나면내 마음 모두 다 이제 지울꺼야 널 위한 나의 사랑 모두 다이제는 버릴테니까널 위한 나의 사랑 모두 다이제는 버릴테니까
2002,오션 (5TION),More Than Words,재촉하진 말아요 아무말도 준비 못했죠 그대같은 사랑은 처음이라 표현이 좀 서툰거죠 나도 그대 못지 않게 조급한 걸 그대마저 놓쳐 버릴까봐 하지만 서둘지 않을래요 그대라면 기다릴 수 있죠 That's more than a word feel my love 말론 모두 담을 수 없죠 사랑한다는 그 말로 대신하긴 싫어there are so many feelings inside of me That's more than a word feel my love 그저 맘으로 만져봐요 영원이라도 그대와 함께 있고픈 날 영원토록 그대와 모두 쉽게 얘기하죠 작은 떨림마저 사랑이라 하지만 이토록 소중한 느낌은 자주 오지는 않을텐데 감은 그대 눈으로 부푼 내 가슴위로 가만히 날 느껴봐요 그대 지금까지 들어왔던 그런 사랑과 난 다르단걸 That's more than a word feel my love 말론 모두 담을 수 없죠 사랑한다는 그말로 대신하긴 싫어 there are so many feelings inside of me That's more than a word feel my love 그저 맘으로 만져봐요 영원이라도 그대와 함께 있고픈 날 영원토록 그대와 들리나요 그 어느새 내 안에 너무 커져버린 이름 곁에 있기에 그대이기에 행복해 I'll love you baby 난 마치 세상을 처음 본 아이같이 하나같이 낯설지만 신비로운 눈빛까지 나를 빠짐없이 담아내는 그대 자칫 사랑이란 쉬운말로 표현해야 하는지 그대와 나 진정 원하고 바랬던 지금까지 오래 기다렸던 진실한 사랑을 소중한 행복을 혀끝으로 전해지는 그 보다 더한 가치가 있는 것 들어봐 가슴에는 그대를 향한 설레임과 잠시도 쉬지않고 빛을 보는 나의 눈과 부러운 눈으로 우리를 보는 세상 그 속에 함께 할 그대와 나 영원이라도 그대와 함께 있고픈 날 영원토록 그대와 이대로 그대와 함께 있고픈 날 -
2002,하림,출국 (出國),기어코 떠나버린 사람아편안히 가렴날으는 그 하늘에 미련따윈던져버리고바뀌어버린 하루에익숙해져봐내게 니가 없는 하루만큼낯설테니까모두 이별하는 사람들그속에 나 우두커니어울리는게우리 정말 헤어졌나봐모르게 바라보았어니가 떠난 모습너의 가족 멀리서손 흔들어 주었지하늘에 니가 더 가까이 있으니기도해 주겠니떠올리지 않게 흐느끼지 않게무관심한 가슴 가질수 있게도착하면 마지막전화 한번만기운찬 목소리로 잘 왔다고인사 한번만그저 그것뿐이면 돼습관처럼 알고 싶던익숙한 너의 안부거기 까지만이별하는 사람들그속에 나 우두커니어울리는게정말 헤어졌나봐모르게 바라보았어니가 떠난 모습너의 가족 멀리서손 흔들어 주었지하늘에 니가 더 가까이 있으니기도해 주겠니떠올리지 않게 흐느끼지 않게무관심한 가슴 가질수 있게다른눈의 사람들 속에서yo every night외로워져도 서러워도나를 찾지마모르게 바라보았어니가 떠난 모습너의 가족 멀리서손 흔들어 주었지하늘에 니가 더 가까이 있으니기도해 주겠니떠올리지 않게 흐느끼지 않게무관심한 가슴 가질수 있게마지막 니 모습나 잊기를 원해원해 원해 원해 원해떠올리지 않게 흐느끼지 않게무관심한 가슴 가질수 있게
2002,김종국,남자니까,말해 내게 니 걱정 다 알아몇 해 전 너를 떠난 그를 다시 만난 너를나의곁에 머물던 지금껏항상 니 마음속에 그의 자리는 비워뒀었지나에게선 볼 수 없던 그 사람 향하던 너의 눈빛내가 사랑 줄때보다 행복하게 보였어날 떠나가 어서 가 너의 사랑 찾아가뒤돌아 보지마 내 걱정 따윈 하지마그래 난 괜찮아 죽을만큼 널 원해도말없이 물러나 남잔 그런 거니까떠난 그 후 니 주윌 맴돌아행복한 너를 보면 내사랑도 잊을까우연 처럼 들리던 니 소식그 사람 다시 너를 힘들게 한단 얘길 들었지너를 울린 그 친굴 향해 몇 번씩 주먹을 움켜쥔 나허나 너를 부탁하며 난 무릎을 꿇었어날 떠나가 어서 가 너의 사랑 찾아가뒤돌아 보지마 내 걱정 따윈 하지마그래 난 괜찮아 죽을 만큼 널 원해도말없이 물러나 남잔 아니야 나를 봐  나를 두고 어딜 가너 다시 올까봐 평생을 맘졸일텐데그래 난 바보야 나를 떠난 널 알면서그래도 사랑할 너의 남자 이니까
2002,김종서,Starry Night,오랜뒤에 그냥 그런대로나조차 잊었던 긴 이별 그 후이런 나의 그 외로움 끝에 다가오는 그대 천천히왠지 아직은 두려움뿐이야 나 많이 그댈 좋아하지만이런 불안함 따뜻한 미소로조용히 감싸 안아준 그대Starry Night! Shinning Bright!다시 깨어 살아 있는 듯한 이 기분아직 난 조금 자신없지만이미 내안에 들어온 그대이밤 그대 그리울 뿐이야내일 또 그대를 만나겠지만이젠 하루가 너무 짧기만해그대가 내게 온 그 이후로오늘 이렇게 아름다운 이 밤지금껏 아껴온 말 사랑해Starry Night! Shinning Bright!다시 깨어 살아 있는 듯한 이 기분아직 난 조금 자신없지만이미 내안에 들어온 그대아픈 이별후에 내게온 사랑 두려웁지만지금 이순간 그대와 영원히Starry Night! Shinning Bright!다시 깨어 살아 있는 듯한 이 기분아직 난 조금 자신없지만이미 내안에 들어온 그대이미 내안에 들어온 그대
2002,박혜경,빨간 운동화,Longing for you Wating for you Hold me Hold me in your eyes 너라는걸 너 뿐일걸 모르겠니 I will be your love 오 빨간 운동화 짧은 청바지 참 어째도 해결이 안될것 같은 곱슬머리 하지만 왜일까 자꾸 끌리는 내 마음이 어쩌면 사랑 아닐까 Longing for you Waiting for you Hold me Hold me in your eyes 너라는걸 너 뿐인걸 모르겠니 I will be your love 오 착한 눈동자 수줍은 표정 넌 어쩌면 어릴적 책 속에 있던 어린왕자 그래서 당연해 자꾸끌리는 내마음이 어쩌면 사랑 일꺼야 Longing for you Waiting for you Hold me Hold me in your eyes 너라는걸 너뿐인걸 모르겠니 I will be your love 깊은 밤(깊은 밤) 하얀 별(하얀 별)그 별 속을 함께 날아요- 간 주 중 -Longing for you Waiting for you Hold me Hold me in your eyes 너라는걸 너뿐인걸 모르겠니 I will be your love 빨간 운동화
2002,비,안녕이란 말 대신,"무슨 말을 하려고 그러고 있니 도대체 무슨 말이길래 말을 못하니말을 하면 혹시 내가 그만, 울어버릴까봐 못하는 말이라면그게 사실이라면 그래 차라리 말을 하지마 그러면내가 알아서 알아들을테니 살짝 웃으며 돌아서 줄테니네가 나의 곁을 떠나 다른 사람에게로 간다면다면 다면 니가 떠난다면내곁에 있는 것보다 다른 사람의 품이 좋다면다면 다면 니가 니가 좋다면언제라도 좋으니 안녕이란 말 대신 작은 미소 하나만 주면돼너의 그 예쁜 입에서 절대로 듣기 싫은 말이 몇 개 있어잘가 행복해 미안해 다른 사람이 생겼어 이해해그래 그런 말들은 절대 듣기 싫어 가슴이 너무 아파들을 수가 없어 너를 너무 사랑하나봐 이별은뛰어 넘고 싶나봐.이별장면이 없는 이별을 하고 싶어이별의 말도 눈물로 난 너무 아퍼어차피 너도 말을 하기 쉽지 않을거고 나도 들으면 또 분명히 울거고보나마나 니가 떠나는데 문제많아 그리고 또 귀찮아 그러니 제발 떠나아무말도 말아 난 괜찮아, 그렇게 웃으면서 떠나네가 나의 곁을 떠나 다른 사람에게로 간다면다면 다면 니가 떠난다면내곁에 있는 것보다 다른 사람의 품이 좋다면다면 다면 니가 니가 좋다면언제라도 좋으니 안녕이란 말 대신 작은 미소 하나만 주면돼난 니가 날 떠날걸 알아 괜찮아안녕이란 말 대신 안녕이란 말대신작은 미소 하나만 주면돼"
