years,singers,songs,lyrics
1999,김민종,순수,이젠 울지 않을게너를 믿으며 편히 있을게나를 버린 사람도 용서할게그리고 노력할게너를 사랑하도록그동안 너를 피한건나의 아픔들 때문에너를 보면 늘 그를 생각했었고사실 자신도 없었어다른 사람을 만나사랑 한다는게 두려웠던 거야너를 행복하게 해줄게힘들어 하는 나를더욱 안아준 너를 고마워 하며내가 살아있는 날까지영원히 있을게 너의 곁에많이 괜찮아졌어너 때문에 이제 널 알것같아좋은 사람이란걸그동안 너를 피한건나의 아픔들 때문에너를 보면 늘 그를 생각했었고사실 자신도 없었어다른 사람을 만나사랑 한다는게 두려웠던 거야너를 행복하게 해줄게힘들어 하는 나를더욱 안아준 너를 고마워 하며내가 살아있는 날까지영원히 있을게 너의 곁에너를 행복하게 해줄게힘들어 하는 나를더욱 안아준 너를 고마워 하며내가 살아있는 날까지영원히 있을게 너의 곁에영원히 있을게 너의 곁에
1999,이문세,애수(哀愁),아주 멀지 않았던 날에 그대가 곁에 있던 날엔 햇살 가득 거리에 푸른 잎 무성하고 이 세상 모든게 기뻤었지 아주 멀지 않았던 날에 그날도 오늘 같던 하늘 함박눈 갑자기 내려 온 세상 덮어도 이 세상 모든게 따뜻했지 힘들지만 만나면 기뻤었지 세월 지나 슬플 줄 알면서 언제인지 모를 이별앞에 언제나 손을 잡고 있었지 이젠 모두 지나간 시절에 아직도 그리운 그 모습 따스하던 너의 손내음이 그리우면 가끔씩 빈 손을 바라보네 아주 멀지 않은 그 곳에 그대가 살고 있겠지만 그대 행복 위해 내가 줄것이 없어서 찾지 않고 그저 지나지힘들지만 만나면 기뻤었지세월 지나 슬플 줄 알면서밤 늦도록 추운 거리를 걸어도언제나 손을 잡고 있었지이젠 모두 지나간 시절에아직도 그리운 그 모습따스하던 너의손내음이 그리우면가끔씩 빈손을 바라보네가끔씩 빈손을 맡아보네가끔씩 빈손을 맡아보네
1999,이승환,세가지 소원,나 어쩌면 천사와 손 잡았나봐요 그대의 마음이 날마다 날 유리처럼빛나게 투명하게 그대의 손길이 내 여린 맘을 스쳐지나갈 때 나는 느끼죠고마와요 사랑해요 그대를 위해 기도하죠 이루어 주소서 첫번째 내 소원은나 없는 곳에서 아프지 말아요 언제라도 그대 지켜줄께요 건강해요 나의 사랑 오 내 모든 것 모두 주어도아쉬운 마음 그대는 알까요고마와요 사랑해요그대를 위해 기도하죠이루어 주소서두번째 내 소원은우리 힘들어도 속이지 말아요혹시라도 우리 어쩔 수 없을 땐착한 거짓말만 해요마지막으로 빌어요지금 잡은 두 손 놓지 않을게요먼 훗날 우리 눈 감게 되는 날꼭 한날 한시 되기를약속해요
1999,코요태,순정 (純情),순정 (純情)워워워 워워워  워워워워워워워  워워워 워워워 워워워워워워워 나를 포기했어 너만 사랑했어 그것만으로도 부족했었나 바보 같은 내게 내게 이럴 수 있어 영원히 함께 있자고 죽어도 같이 죽자고 눈물로써 맹세했는데 다 필요 없어 너의 행복 찾아 나를 떠난다면 이제 와서 나는 어떡하라고 다시 생각해봐 내게 이러면 안돼 너 없인 살 수가없어 제발 날 도와 달라고 애원하며 붙잡고싶어 워워워 워워워 워워워워워워워 워워워 워워워 워워워워워워워 어느날 갑자기 슬픈 내게로 다가와 사랑만 주고서 멀리 떠나가 버린 너 get down and find yo cutie jump around and shake yo booty 이해 못해 너의 그런 의미 why me 진정 나를 사랑했니 heart breakin love rackin 너에게 모든 걸 맡긴 now you packin 왜 착한 나를 자꾸 울려 don't wanna let's you go 사랑하면 뭐해 정은 줘서 뭐해 순정 받쳐 고작 눈물뿐인데 사랑한게 죄야 너를 원망 않겠어 나 떠나 행복하기를 간절히 기도할께요 단 내 사랑은 잊지 말아줘 워워워 워워워 워워워워워워워 워워워 워워워 워워워워워워워 어느날 갑자기 슬픈 내게로 다가와 사랑만 주고서 멀리 떠나가 버린 너
1999,김광민,지금은 우리가 멀리 있을지라도,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
						가사"
1999,백지영,부담,다시 널 사랑할 수 없다면내 모든 아픔까지 가져가네게 익숙해져 버린 나였기에너를 사랑 할 수가 없어나 아닌 다른 사람 만나서너에게 부담이 되었다면그만 잊어줄께떠날 건 어차피 나였을 테니까슬픈 음악이 흘러나올 때마다난 눈물이 나올것 같아나 이젠 널 잊은 줄 알았는데술에 취해 아무리 울어봐도더욱 더 생각이 나는 건이루지 못한나의 사랑 때문일거야다시 널 사랑할 수 없다면내 모든 아픔까지 가져가네게 익숙해져 버린 나였기에너를 사랑 할 수가 없어나 아닌 다른 사람 만나서너에게 부담이 되었다면그만 잊어줄께떠날 건 어차피 나였을 테니까슬픈 음악이 흘러나올 때마다난 눈물이 나올것 같아나 이젠 널 잊은 줄 알았는데술에 취해 아무리 울어봐도더욱 더 생각이 나는 건이루지 못한나의 사랑 때문일거야다시 널 사랑할 수 없다면내 모든 아픔까지 가져가네게 익숙해져 버린 나였기에너를 사랑 할 수가 없어나 아닌 다른 사람 만나서너에게 부담이 되었다면그만 잊어줄께떠날 건 어차피 나였을 테니까이제는 혼자 남겨진 내가낯설고 어색하긴 하지만모두 끝나버린 사랑이었기에너를 떠나 보낼수 있어또 다른 사람 만나도 괜찮아난 너의 사랑을 받았으니이젠 보내줄께떠날건 어차피 나였을테니까
1999,god,어머님께,어머니 보고싶어요 어려서부터 우리집은가난했었고남들 다하는 외식 몇번한적이 없었고일터에 나가신 어머니집에 없으면언제나 혼자서 끓여 먹었던 라면그러다 라면이 너무 지겨웠어맛있는것 좀 먹자고대들었었어그러자 어머님은마지못해 꺼내신숨겨두신 비상금으로시켜주신자장면 하나에너무나 행복했었어하지만 어머님은왠지 드시질 않았어어머님은 자장면이싫다고 하셨어어머님은 자장면이싫다고 하셨어야이야아아 그렇게 살아가고그렇게 후회하고 눈물도 흘리고야이야아아 그렇게 살아가고너무나 아프고하지만 다시 웃고중학교 일학년때도시락 까먹을 때다 같이 함께 모여도시락 뚜껑을 열었는데부잣집 아들 녀석이나에게 화를 냈어반찬이 그게 뭐냐며나에게 뭐라고 했어창피해서 그만 눈물이 났어그러자 그녀석은내가 운다며 놀려댔어참을 수 없어서얼굴로 날아간 내 주먹에일터에 계시던 어머님은또 다시 학교에불려오셨어아니 또 끌려오셨어다시는 이런 일이없을거라며 비셨어그 녀석 어머님께고개를 숙여 비셨어우리 어머니가 비셨어야이야아아 그렇게 살아가고그렇게 후회하고눈물도 흘리고야이야아아 그렇게 살아가고너무나 아프고하지만 다시 웃고아버지 없이 마침내우리는 해냈어마침내 조그만 식당을하나 갖게 됐어그리 크진 않았지만 행복했어주름진 어머님 눈가에눈물이 고였어어머니와 내 이름에앞 글자를 따서식당 이름을 짓고 고사를 지내고밤이 깊어가도아무도 떠날줄 모르고사람들의 축하는 계속되었고자정이 다 돼서야 돌아갔어피곤하셨는지 어머님은어느새 깊이 잠이 들어 버리시고는깨지 않으셨어 다시는난 당신을 사랑했어요한번도 말을 못했지만사랑해요 이젠 편히 쉬어요내가 없는 세상에서 영원토록야이야아아 그렇게 살아가고그렇게 후회하고눈물도 흘리고야이야아아 그렇게 살아가고너무나 아프고하지만 다시 웃고야이야아아 그렇게 살아가고그렇게 후회하고눈물도 흘리고야이야아아 그렇게 살아가고너무나 아프고하지만 다시 웃고
1999,클론,사랑과 영혼 (Feat. 김태영),난 내 자신이 너무도 싫다 너 없이도 살아갈 수 있는 내 모습이 싫다 항상 니 곁에서 영원히 널 지켜주며 너와 함께 할꺼라고 다짐했는데 난 너와의 약속을 지키지 못한채 오늘도 한순간 순간 너를 잊고 살아가며 난 눈물조차 말라버린 가슴으로 지나가는 시간속에 너를 잊어가고 있어 너여야만 했어 너 아니면 안됐지 나의 영혼까지 모두 바쳐 사랑할 사람 하지만 넌 나만 혼자 남겨둔채 돌아올 수 없는 먼곳으로 넌 떠나갔지 넌 너무 행복했다고 말을 했지 내 사랑을 모두 갖고 떠날 수 있다면서 넌 식어가는 손으로 내 손을 잡고 마지막 그 순간까지만 널 지켜달라했지 그대여 이제 날 잊어요 더 이상 힘겨워 말아요 내 영혼이 하늘에서 잠들 수 있게 이젠 그대여 날 놓아주세요 난 지금도 혼자 있는 밤이 오면아무도 모르게너의 사진을 펼쳐놓고지난 추억 속의너의 모습 떠올리며사진 속 니 얼굴을 어루만져 보지만내 눈물이 흘러 너의 사진위에하얗게 번져 웃는니 얼굴이 빛날때면난 견디기 힘든 추억을 안고서오늘도 꿈속으로 난너를 만나러 떠난다볼 수 없어 니 모습이 자꾸 희미해져꿈속에서 마저 너는나를 잊어버렸나봐난 소리내어 너를 불러보지만니가 점점 나와 멀어지는 걸 느끼며변해버린 건 니가 아니란걸 알아세월속에 무뎌지는나의 감정이라는 걸난 이런 내 자신이 너무 싫어너를 잊고 살아갈 수 있는내 모습이 싫어그대여 이제 날 잊어요더 이상 힘겨워 말아요내 영혼이 하늘에서 잠들 수 있게이젠 그대여 날 놓아주세요오 오 그대여그대여 울지말아요나 항상 그대 마음안에서언제나 함께 할께요
1999,이소은,작별,죄송했어요 많이 불편해 하셨죠 어린 마음에 너무 멋대로 굴었죠 예쁘더군요 오빠 옆에 있던 그 언니는 당연한걸요 오빠의 신부니까요한번만 내 교복 입은 모습 보여 드리고 싶어 찾아 왔죠 이 모습 내게 제일 어울리나요 오래 망설였죠 속일 마음은 아니였었는데 다신 못 볼까 두려워알고 있어요 그러면 안 되는걸 나빴어요 나는 정말로 곤란케 했다니 용서해줘요 하지만 그댈위해 여기까지 하기로 해요 그 언니 잘해 주셔요 한번만 내 교복 입은 모습보여 드리고 싶어 찾아 왔죠이 모습 내게 제일 어울리나요오래 망설였죠 속일 마음은아니였었는데 다신 못 볼까 두려워알고 있나요 많이 울었다는 걸나빴어요 그댄 정말로내 맘 몰라주니이제 잊어요 그냥 어린 여자애알았었지 하고 말예요그 언니 잘해 주셔요
1999,드렁큰 타이거,너희가 힙합을 아느냐?,음악같지 않은 음악들 이젠모두 다 집어치워 버려야 해우리가 너희들 모두의 귀를확실하게 바꿔줄께 기다려하하 참으로 놀라와진짜인 우리가 돌아와 조금씩너희가 있는 곳에 이제서서히 올라가거기 갔자 거기 있어봤자진짜를 보여줄께 우리가거기 닿자마자세상 이상 너무나도 괴상너희가 최고라니 그건 너무 환상우리는 타이거 너무차원의 차이가너무 나는 바로 우린 what드렁큰 타이거내 마음에 가득차 있는나만의 슬픔두뺨에 타고 흐르는내 눈물의 의미너는 알고 있니 그렇게그렇게 힘들고지쳐 외로워도 너희들을 위해진정한 힙합을 위한너희들을 위해나는 꿋꿋히 버텨나가그렇게 이겨나가한발한발 조금 더 용기를 내영원한 힙합을 위해서 나는D J 샤인영원한 시인 number one korea눈을 감아 들어봐 워온몸으로 느껴진 전율주는 대로 받아 먹는 건이쯤에서 그만 두어야 해You and you W A C K whoYou and you W A C K whoYou and you W A C K whoCome back home seeme tapping your booYou and you W A C K whoYou and you W A C K whoYou and you W A C K whoCome back home seeme tapping your boo yoyo 하나같이 꼭두각시 모두같은 줄에매달려서 춤을 추는 슬픈 삐에로이대로 그냥 갈 순 없어슬픈 미래로 술취한호랑이 두마리We be coming from ghetto진실만 말하는 거리의 시인들하지만 너의 편견에 빠진우리 아이들인생의 아픔 기쁨 모두 다들어봐야 해가식으로 엉킨 세상 풀어줘야 해나는 랩퍼 랩퍼 내가 지금까지살아오고살아왔던 얘기들을 나는 랩으로너희들에게 얘기하려 해이젠 날 지켜주는 건 진정한힙합의 무대그리고 언제나 밝은 웃음으로날 반겨주는 사람과 사람들이제부터 마이크로폰에나의 영혼을나의 열정을 남김없이 쏟으리그리고 진정한 랩퍼가 되리Put your hands upput your hands upAll the players in the housePut your hands upput your hands upPut your hands upall my croen Sipping godput your hands upIn taxicated tiger droppingTopics hypnotize in illogicalmelodicSonic boom up your apticsippin'Gin without a topic underthe disco lightIt rocked ain't no opticalIllusion it's only logic갑자기 나타나 반짝하고 빛나다가사라져 버리는 그런 이들과비교하지마우리에게 와 내앞으로 와힙합을 사랑한다면 다 같이 취해봐눈을 감아 들어봐 워온몸으로 느껴진 전율주는대로 받아먹는 건이쯤에서 그만두어야 해음악같지 않은 음악들 이젠모두다 집어치워 버려야 해우리가 너희들 모두의 귀를확실하게 바꿔줄께 기다려
1999,클론,꿍따리 샤바라,마음이 울적하고 답답할 땐 산으로 올라가 소릴 한번 질러봐 나처럼 이렇게 가슴을 펴고 꿍따리 샤바라 빠빠빠빠 누구나 세상을 살다 보면은마음먹은 대로 되지 않을때가 있어 그럴땐 나처럼 노래를 불러봐 꿍따리 샤바라 빠빠빠빠 기쁨과 슬픔이 엇갈리고 좌절과 용기가 교차되고 만남과 이별을 나누면서 그렇게 우리는 살아가고 뜻대로 되지 않을 때도 있고 마음먹은 대로 될 때도 있어 다 그런 거야 누구나 세상은 그렇게 돌아가니까 다 그렇게 사는거야 희비가 엇갈리는 세상속에서 내일이 다시 찾아오기에 우리는 희망을 안고 사는 거야 마음대로 일이 되지 않을 때 하던 일을 멈추고 여행을 떠나봐 바다를 찾아가 소릴 질러봐 꿍따리 샤바라 빠빠빠빠 꿍따리 샤바라 빠빠빠 빠빠빠빠빠 빠빠빠 꿍따리 샤바라 빠빠빠 빠빠빠빠빠 빠빠빠 우울한 날이 계속 이어질 땐 신나는 음악에 신나게 춤을 춰봐 나처럼 이렇게 리듬에 맞춰 꿍따리 샤바라 빠빠빠빠누구나 괴로운 일은 있는 것 한가지 생각에 너무 집착하지마 그럴땐 나처럼 툭툭 털면서 꿍따리 샤바라 빠빠빠빠기쁨과 슬픔이 엇갈리고 좌절과 용기가 교차되고 만남과 이별을 나누면서 그렇게 우리는 살아가고 뜻대로 되지 않을 때도 있고 마음먹은 대로 될 때도 있어 다 그런거야 누구나 세상은 그렇게 돌아가니까 다 그렇게 사는 거야 희비가 엇갈리는 세상속에서 내일이 다시 찾아오기에 우리는 희망을 안고 사는 거야 마음대로 일이 되지않을 땐 하던 일을 멈추고 여행을 떠나봐 바다를 찾아가 소릴 질러봐 꿍따리 샤바라 빠빠빠빠 꿍따리 샤바라 빠빠빠 빠빠빠빠빠 빠빠빠 꿍따리 샤바라 빠빠빠 빠빠빠빠빠 빠빠빠
1999,이현우,Missing You,길을 걸었어유난히도 오늘은별이 아름답구나기다려 주는 사람은 없었지만나는 그냥 걸었어나를 지나치는 많은 연인들다시 만나고 또 헤어지고서로 사랑을 하고아픔을 또 주겠지따스한 너의 체온이 그리워져돌아와줘어두운 거리를홀로 헤매긴 싫어돌아와줘너를 떠나보내고이젠 알게 되었어너를 사랑해바람이 차가와지는이 거리에서너의 모습이 자꾸 떠올라네가 남겨주던 그 메세지가오늘 밤에는 더욱 더욱 그리워돌아와줘어두운 거리를홀로 헤매긴 싫어돌아와줘너를 떠나보내고이젠 알게 되었어너를 사랑해And I missing youAnd I love for youI never let you go돌아와줘어두운 거리를홀로 헤매긴 싫어돌아와줘너를 떠나보내고이젠 알게 되었어돌아와줘어두운 거리를홀로 헤매긴 싫어돌아와줘너를 떠나보내고이젠 알게 되었어너를 사랑해
1999,H.O.T.,투혼(鬪魂) (The Spirit Of Fighter),깊이 간직해 아픔만 더해  이제와 어떻게 해도 소용없어  그렇게 믿고 사랑했던 나를 버려두고  다른 남자와 또 다시 검은 속을 묻고  너는 아주 멀리 떠나 가여운 표정 짓지 말고 가식에 또한 증오를 더해 거리에 쓰레기보다 너는 더해 다시는 보고싶지 않을 뿐이야  날 떠나간 그대를 왜 그리워해  하지만 나에겐 그녀뿐인 걸  사랑한 마음도 모두 끝난 거야  다신 널 찾지 않을거야  너에겐 기회란 없어  그렇게 낀 먹구름 같이  마치 그 치사한 놈들과 같이  발버둥 쳐도 갈곳은 없어  Drop it now Drop it now  어디 끝까지 내게서 달아나  나를 벗어나려 해도 잊어버려도  너의 뒤에선 언제나 내가 널  날 떠나간 그대를 왜 그리워해  하지만 나에겐 그녀뿐인 걸  사랑한 마음도 모두 끝난 거야  다신 널 찾지 않을거야  아직도 미련이 남아있나  왜 헤어지지 못하나  무엇을 바라는가  이렇게 너에게 말을 했어  모두가 거짓이야 다만 나는  너무나 사랑한 너를 다시는  볼 수 없다는 생각에  어떻게든 날 떠난 너를 다른 품에서 되찾고 싶었고 난 분노의 사랑을 노래했지만  떠나가 버렸어  깊이 간직할 수 밖에 없어 모두가 그녈 잊어버리라고 하지만 떠났어 끝났어 해서 잊을수가 없어 처참해지는가 하 이렇게 끝이난건가 다시는 돌아갈수 없는건가 이래도 되는 일은 하나도 없어 이젠 니 곁을 떠나가야 되겠어 날 떠나간 그대를 왜 그리워해  하지만 나에겐 그녀뿐인 걸  사랑한 마음도 모두 끝난 거야  다신 널 찾지 않을거야  나 아닌 다른 사람이 사랑해도  너와의 사랑을 상처뿐인 걸  언제나 너만을 그리워하면서  나처럼 후회할 테니깐 나 아닌 다른 사람이 사랑해도 너와의 사랑을 상처뿐인 걸 언제나 너만을 그리워하면서 나처럼 후회할 테니깐
1999,신효범,세상은,귀기울여 듣고 있다면 언제라도 알 수 있겠죠 그대의 곁에 있는 사람들에겐 작은 사랑이 필요함을 눈을 감고 느껴 보아요 그대 고운 마음을 얘기할때 우리를 감싸는 저 넓은 하늘이 더욱 푸른빛으로 빛나고 있다는걸 아름다운 곳이죠 그대와 내가 함께 만들어갈 세상은 따뜻한 마음을 원한다는걸 알 수 있잖아요 고개 들어 하늘을 봐요 그대 작은 사랑의 마음들이 우리를 감싸는 저 높은 하늘을 더욱 푸른 빛으로 빛나게 하잖아요 아름다운 곳이죠 그대와 내가 함께 만들어갈 세상은 따뜻한 마음을 원한다는걸 알 수 있잖아요 그대혼자가 아니야마음을 열 수 있다면곁에 있는 내모습도아름다운 세상도모두다 그댈 위한거죠아름다운 곳이죠그대와 내가 함께걸어갈 이 세상은따뜻한 마음가득한 곳이죠알 수 있잖아요그대 외로워 말아요후 후
1999,포지션,Blue Day,지친 내눈을 깨우며 쏟아지는 햇살에오늘도 난 못이긴척 담배에 불을 붙여내가 왜 일어나는지 이유도 알지 못한채메마른 내 입술은 또 하루를 살겠지샤워기에 물을 틀고 뿌연 거울 닦으면 오래 전 콧노래 하던 그녀가 웃는 듯해젖은 머릿결 사이로 길고 진한 속눈썹을 나의 볼에 부비며 속삭이던 그녀가 우 I want you stay 워 우 꿈을 꾸네내 품에 잠든 널 문을 열면 스쳐가는 다정한 저 연인들나는 차마 볼 수 없어 애써 고개 숙이지행여 나 아닌 사람과 나란히 걷는 그녀와 그 앞에 초라한 나 보게 될까 두려워우 I want you stay 워 우 꿈을 꾸네내 품에 잠든 널그대 긴 머리를 풀고 잠을 청해 보나요그 누구의 품에 안겨 나를 잊어가나요이밤 난 그대 꿈꾸던 그 자리에 잠이 들죠아직도 그대만의 숨결을 느끼면서어제도 내 눈물로 얼룩진 그 자리에
1999,에코,마지막 사랑,왜 내게서 멀어졌나요난 정말 원치 않았던 이별이었어요긴 하루를 보낼 때마다나도 모르게 눈물이 흐르곤 했었죠그대는 내가 그립지 않나요벌써 모든 것을 잊으셨나요우리 헤어져야 하는 이유를아직도 인정할 수가 없어요쉽게 끝낼 수가 없어요나는 처음부터 다시 시작하고 싶어요어딜 가도 그대 생각 때문에난 너무나 힘이 들어요 그대 역시 마찬가지잖아요나는 달라지고 있어요그대 다시 내게 돌아오기만을 손꼽아 기다려요나는 그대에게 마지막 사랑이기를 원해요좋은 추억만 기억해주세요정녕 이대로 날 버릴 건가요다시 한번 사랑할 수 있도록웃으며 반겨줄 수는 없나요쉽게 끝낼 수가 없어요나는 처음부터 다시 시작하고 싶어요어딜 가도 그대 생각 때문에난 너무나 힘이 들어요 그대 역시 마찬가지잖아요나는 달라지고 있어요그대 다시 내게 돌아오기만을 손꼽아 기다려요나는 그대에게 마지막 사랑이기를 원해요나는 아무 욕심 없어요오직 사랑하는 그대 품에 안겨 살 수 있다면 그 뿐이예요세상이 허락하는 날까지 기다릴 거예요내게 돌아올 그대를 믿어요
1999,장혜진,영원으로,아무 걱정하지 말라고 내게 거짓말들로 위로하려 했어 니가 나를 다른 이유로 피하려 하는 줄로만 착각했는데 널 보낼수 없는 날 하얀 숨결로 나를 안아줘 짧은 방황의 끝침묵의 시간이 흐른뒤네게 갈 준비가 됐어이젠 제발 다시 날 데려가줘잠시 하늘 아래 홀로 남겨질 나를텅빈 너의 방 한구석에 놓인바래진 사진첩 외면하려 해도터질것 같은 너의 그리움들이젠 그대의 영원속으로문을 열고 들어 올거라는서툰 기대로 밤을 지샜지널 그렇게 그리며바랜 사진의 나의 입맞춤떨려 오는 손길침묵의 시간이 흐른뒤네게 갈 준비가 됐어이젠 제발 다시 날 데려가 줘잠시 하늘 아래 홀로 남겨질 나를텅빈 너의 방 한구석에 놓인바래진 사진첩 외면하려 해도터질것 같은 너의 그리움들이젠 그대의 영원속으로
1999,YG Family,우리는 Y.G Family,Uh 너 이제 준비해라 Uh 너 이제 각오해라 We choming Through  With Spread Out 1TYM Kick It off 믿기 어렵겠지만 YG Family가  다 왔다 지누와 션과 1TYM 모두가  너와 함께할 또 너의 뒤에다 모두 여덟명의 저격수가  되어 발사 준비되어 있지 Teddy 덤벼봐 Yo 백색가루에 뻗친 끝이  없는 욕심 너 모르게 죽어갔던  아비를 지켜본 어린아이 눈속에 비친 너의 개만 못한 짓이여  이제는 끝이여 자 다음 차례 여자들을 팔아 넘겨 배 채운 돼지여 남자란 힘을 잘못쓴 그대여 썩은 내 그 목구멍 속에  넘어간 인생 누가 책임질래 저 높은 곳에서 널 지켜보겠어 우리는 Y G Family Family Family 뒤집어 놓겠어 널 마주 보겠어 우리는 Y G Family Family Family Now Did You Feel It Coming Do You Want Anatha One N Who Got Tha Bat JS사는게 뭔가 뭔가 버겁다고 느꼈왔던 순간 순간 니 피붙이를 버리려고 했다인생에 종이 땡땡 종이 땡땡칠때까지 고아고아 라는 이름으로살아 남아바라 다 지워졌나도대체 얼마나 너를 원망하게 될까그러면 절대 안돼 나는 반대늙은 어머님이 자식이 부담스러워집을 나가신지 몇달이 되어도찾아보지 않았던 너 뻔할 뻔어린 자식들도 너를 따라하게 될껄저 높은 곳에서 널 지켜보겠어우리는 Y G Family Family Family뒤집어 놓겠어 널 마주 보겠어우리는 Y G Family Family Family이제 나에게 마지막 남은총알을 줘 몇시지더러워진 세상 속에 자식너만은 YG가 가만 두지 않아너의 그 주먹 사이로 오고 갔던수많은 비명 그리고 위선세상이 삐걱 YG Gonna Show ThatStall That모든걸 되돌려 줄께저 높은 곳에서 널 지켜보겠어우리는 Y G Family Family Family뒤집어 놓겠어 널 마주 보겠어우리는 Y G Family Family Family지누와 승환이 대니와 백경이테디와 진환이 페리와 양군이우린 많은 것을 바라는게 아니지지금의 우리는 Y G Family Family Family
1999,박완규,천년의 사랑,이대로 널 보낼 수는 없다고밤을 세워 간절히 기도했지만더 이상 널 사랑할 수 없다면차라리 나도 데려가내 마지막 소원은 하늘이끝내 모른 척 져버린대도불꽃처럼 꺼지지 않는 사랑으로영원히 넌 가슴속에 타오를테니나를 위해서 눈물도 참아야했던그 동안에 넌 얼마나 힘이 들었니천년이 가도 난 너를 잊을 수 없어사랑했기 때문에내 마지막 소원은 하늘이끝내 모른 척 져버린대도불꽃처럼 꺼지지 않는 사랑으로영원히 넌 가슴속에 타오를테니나를 위해서 눈물도 참아야했던그 동안에 넌 얼마나 힘이 들었니천년이 가도 난 너를 잊을 수 없어사랑했기 때문에나를 위해서 눈물도 참아야했던그 동안에 넌 얼마나 힘이 들었니천년이 가도 난 너를 잊을 수 없어사랑했기 때문에사랑했기 때문에
1999,두리안,I'm Still Loving You,햇살같은 그대는 나의 빛 바라만 봐도 눈이 부셔 날 행복하게 해 내 마음을 왜 몰라주나요 내 뒤에 비친 그림자속에 흐르는 내 눈물을 I'm still loving you 언젠가는 알게 될 꺼야 차마 얘기 못한 내 맘을 눈물보다 더한 내 선택도 찬란한 빛 태양이 잠든 후 어두워진 하늘의 저 달은 아마 내맘 알꺼야 I'm still loving you 해를 따라 맴도는 그대 이런 그댈 서성대는 나 이런 내맘 저 달과 같은걸 내 마음을 왜 몰라주나요 내 눈물속에 베어있었던 간절한 내 소망을 I'm still loving you 햇살같은 그대는 나의 빛 바라만 봐도 눈이 부셔 날 행복하게 해 내 마음을 왜 몰라주나요 내 뒤에 비친 그림자속에 흐르는 내 눈물을 I'm still loving you
1999,김연우,거짓말 같은 시간,믿을 수가 없어 우리 끝난거니 널 제일 잘 안다고 생각했는데 지금 넌 낯선 눈빛과 몸짓들 처음 내게 보이네 한다고 했는데 많이 부족했나봐 하긴 그랬겠지 불확실한 내 미래는 네겐 벅찬 일이었겠지 바보같은 꿈을 꿨어 우리만의 집을 짓는 꿈을 너의 미소 널 기다리며 서성대던 공간과 그때 내 머리위에 쏟아지던 햇살 그 하나까지도 잊지 않을께 영원히 기억해 무슨 말을 할까 널 보내는 지금 애써 난 웃지만 사실 난 겁내고 있어 다신 널 볼 수 없기에 바보같은 꿈을 꿨어 우리만의 집을 짓는 꿈을 너의 미소 널 기다리며 서성대던 공간과 그때 내 머리위에 쏟아지던 햇살 그 하나까지도 잊지 않을께 영원히 부끄러운 눈물 흘러 어서 빨리 떠나가 초라한 날 보기전에 냉정한척 해준 니 고마운 마음 나 충분히 알아 어서 가 마지막 돌아서는 떨리는 너의 어깨 안쓰러 볼 수 없어 많이 힘들었겠지 니 어른스러운 결정 말없이 따를께 너의 미소 널 기다리며 서성대던 공간과 그때 내 머리위에 쏟아지던 햇살 그 하나까지도 잊지 않을께 영원히 -
1999,김현정,실루엣,이대로 멈춰버려 oh oh yea이젠 멈춰줘 나와 함께 울던 하늘빗물을 거두어 나의 눈물과 함께 꿈을 꾼거야 그렇게만 믿고 싶어너와의 인연에처음부터 오늘까지나를 사랑할 마음은 있었는지그저 한순간 나를 느껴본거니이대로 지워버려 기억 모두누군갈 사랑했단 느낌도후회할 만큼 전혀 아름답지 못한얼룩진 기억인데이대로 멈춰버려 시간속에무엇도 느낄수 없게 해줘나의 맘속에 상처로만 남겨지는 초라한 눈물인데 다 지워져나는 두려워 다시 시작되는 하루오늘도 그 속에 더 얼마나 힘들지제발 이렇게 나를 기억하진마너를 스쳐간 여자 중 하나라고이대로 지워버려 기억 모두누군갈 사랑했단 느낌도후회할 만큼 전혀 아름답지 못한얼룩진 기억인데이대로 멈춰버려 시간속에무엇도 느낄수 없게 해줘나의 맘속에 상처로만 남겨지는초라한 눈물인데 다 지워져이대로 멈춰버려
1999,백지영,선택,너를 포기하라고 말하는 그를 넌 믿고 있는 것 같아 난 그를 알아 쉽게 널 버릴거야 그걸 정말 모르니 내가 널 사랑하는 것보다 그의 곁에서 넌 행복했니 말도 안되는 일들이 벌어졌어 잘못했던 일이야 너만을 사랑해 이렇게 너를 보낼 수 없어 제발 다시 한 번 더 생각해봐 부탁이야 흔들리지마 이젠 더이상 나의 사랑을 시험하지마 누구에게도 널 빼앗길수 없어 널 다시 찾을거야 너만을 사랑해 이렇게 너를 보낼 수 없어 제발 다시 한 번 더 생각해봐 부탁이야 흔들리지마 이젠 더이상 나의 사랑을 시험하지마 누구에게도 널 빼앗길수 없어 널 다시 찾을거야 흔들리지마 이젠 더이상 나의 사랑을 시험하지마 누구에게도 널 빼앗길수 없어 널 다시 찾을거야 라라라랄라라라라랄라 라라라랄라라라라라라 라라라라 라라라라 라라라라라라라라
